gene_name,gene_name2,interation,source_appearance,source_appearance_sqrt
EZH1,PHF1,pp,14,3.7416573867739413
L3MBTL3,SFMBT1,pp,11,3.3166247903554
RING1,WDR5,pp,24,4.898979485566356
ASH2L,KMT2A,pp,27,5.196152422706632
BMI1,CBX6,pp,57,7.54983443527075
ING2,SMARCC2,pp,14,3.7416573867739413
HCFC1,KMT2A,pp,32,5.656854249492381
CHD4,SMARCC1,pp,60,7.745966692414834
KDM6B,PHF20,pp,16,4.0
SMARCD1,SMARCE1,pp,30,5.477225575051661
ARID1A,SMARCB1,pp,26,5.0990195135927845
CBX5,HDAC9,pp,39,6.244997998398398
POLR2B,RNF2,pp,11,3.3166247903554
EZH2,MBD3,pp,105,10.246950765959598
NCOA1,SMARCC1,pp,16,4.0
KMT2A,SMARCC2,pp,40,6.324555320336759
MTA1,RBBP4,pp,30,5.477225575051661
GTF2B,MECP2,pp,8,2.8284271247461903
PHC3,RNF2,pp,14,3.7416573867739413
IWS1,RNF40,pp,4,2.0
TRIM28,UBE2E1,pp,48,6.928203230275509
SMARCC2,SMARCD3,pp,41,6.4031242374328485
MBD3,MTA1,pp,29,5.385164807134504
KDM2B,WDR5,pp,15,3.872983346207417
KDM5B,MBD3,pp,23,4.795831523312719
SMARCA4,ZMYND8,pp,60,7.745966692414834
ASH2L,KMT2D,pp,27,5.196152422706632
MORF4L1,SIN3B,pp,24,4.898979485566356
EED,KDM2B,pp,87,9.327379053088816
BRD4,KDM2B,pp,27,5.196152422706632
HDAC2,ZMYND8,pp,78,8.831760866327848
JADE1,KAT7,pp,6,2.449489742783178
CHAF1A,SMARCC1,pp,29,5.385164807134504
ACTL6A,SMARCE1,pp,33,5.744562646538029
ASH2L,HCFC1,pp,27,5.196152422706632
HCFC1,HDAC5,pp,32,5.656854249492381
ING2,SIN3B,pp,14,3.7416573867739413
ING2,SMARCC1,pp,14,3.7416573867739413
KDM2B,PCGF1,pp,15,3.872983346207417
KMT2D,WDR5,pp,15,3.872983346207417
HDAC3,PRDM6,pp,31,5.5677643628300215
DNMT3B,SIN3A,pp,33,5.744562646538029
NCOA1,TRIM24,pp,16,4.0
BRPF1,GTF2H1,pp,6,2.449489742783178
AFF4,KMT2A,pp,3,1.7320508075688772
CARM1,SMARCC2,pp,24,4.898979485566356
ASH2L,SETD1A,pp,27,5.196152422706632
BRD7,SMARCA2,pp,16,4.0
ARID1A,SIN3A,pp,26,5.0990195135927845
RPA3,UBE2A,pp,14,3.7416573867739413
BMI1,SMARCD2,pp,57,7.54983443527075
CHD3,MBD3,pp,51,7.14142842854285
CARM1,SMARCC1,pp,24,4.898979485566356
PHF1,PHF19,pp,8,2.8284271247461903
EED,SSRP1,pp,87,9.327379053088816
PCGF2,RNF2,pp,15,3.872983346207417
ARID1A,SMARCE1,pp,26,5.0990195135927845
GTF2B,NCOA1,pp,8,2.8284271247461903
MEN1,TAF1,pp,19,4.358898943540674
HDAC9,PARP1,pp,11,3.3166247903554
HCFC1,SIRT7,pp,32,5.656854249492381
ACTB,SMARCC2,pp,18,4.242640687119285
CREBBP,WDR5,pp,38,6.164414002968976
SMARCD3,SMARCE1,pp,12,3.4641016151377544
KDM5B,SIN3A,pp,23,4.795831523312719
CHD3,SMARCC2,pp,51,7.14142842854285
CHD3,PHF20L1,pp,51,7.14142842854285
AFF1,AFF4,pp,8,2.8284271247461903
MECP2,NCOR1,pp,21,4.58257569495584
CBX8,KMT2A,pp,26,5.0990195135927845
NCOR1,SMARCC1,pp,34,5.830951894845301
CXXC1,HCFC1,pp,16,4.0
HCFC1,RPA3,pp,32,5.656854249492381
MBD2,PRMT5,pp,22,4.69041575982343
BAZ1A,SMARCA5,pp,13,3.605551275463989
L3MBTL2,SMARCA5,pp,27,5.196152422706632
CBX1,MECP2,pp,28,5.291502622129181
PHC1,SFMBT1,pp,20,4.47213595499958
HDAC2,SMARCE1,pp,78,8.831760866327848
KMT2A,WDR5,pp,40,6.324555320336759
CHD4,MBD3,pp,60,7.745966692414834
BRPF1,KAT7,pp,6,2.449489742783178
KDM1A,RPA3,pp,49,7.0
ATRX,MECP2,pp,11,3.3166247903554
MTA3,PHF20L1,pp,22,4.69041575982343
RNF2,SMARCD2,pp,74,8.602325267042627
CBX8,SCML2,pp,26,5.0990195135927845
PHC2,SCML2,pp,23,4.795831523312719
CBX6,PCGF5,pp,16,4.0
HDAC1,WDR5,pp,91,9.539392014169456
CARM1,WDR5,pp,24,4.898979485566356
CBX8,RING1,pp,26,5.0990195135927845
PAF1,RNF40,pp,21,4.58257569495584
HDAC2,SIN3B,pp,78,8.831760866327848
NCOR2,SIN3A,pp,16,4.0
RNF40,UBE2E1,pp,10,3.1622776601683795
PBRM1,SMARCE1,pp,24,4.898979485566356
SMARCC1,SMARCD1,pp,45,6.708203932499369
KDM6B,SMARCA4,pp,16,4.0
MTA1,TRIM33,pp,30,5.477225575051661
DNMT3B,SMARCA5,pp,33,5.744562646538029
BRCA1,SMARCC1,pp,56,7.483314773547883
POLR2B,TCEA1,pp,11,3.3166247903554
GADD45A,TDG,pp,6,2.449489742783178
ACTB,RPA3,pp,18,4.242640687119285
KDM2B,PRMT5,pp,15,3.872983346207417
BRD7,PBRM1,pp,16,4.0
RNF40,UBE2I,pp,10,3.1622776601683795
EP300,PRDM2,pp,58,7.615773105863909
PSIP1,RPA3,pp,7,2.6457513110645907
KDM5D,KMT2A,pp,2,1.4142135623730951
RNF20,RNF40,pp,9,3.0
PRMT5,SMARCC1,pp,37,6.082762530298219
HDAC5,WDR5,pp,25,5.0
GTF2H1,TCEA1,pp,4,2.0
FKBP5,KDM6B,pp,3,1.7320508075688772
KMT2E,SMYD3,pp,6,2.449489742783178
BRCA1,UBE2E1,pp,56,7.483314773547883
AFF1,NSD1,pp,8,2.8284271247461903
EED,PHF1,pp,87,9.327379053088816
HDAC1,SMARCC2,pp,91,9.539392014169456
CBX6,PHC1,pp,16,4.0
CBX6,RNF2,pp,16,4.0
CBX6,NCOR2,pp,16,4.0
PHF10,SMARCC1,pp,11,3.3166247903554
SIN3A,SMARCE1,pp,47,6.855654600401044
CHD3,MBD2,pp,51,7.14142842854285
SMARCA1,SMARCC2,pp,14,3.7416573867739413
BRD4,SIRT5,pp,27,5.196152422706632
RBBP5,WDR5,pp,29,5.385164807134504
BRD7,TRIM24,pp,16,4.0
BRD7,SUZ12,pp,16,4.0
DNMT3B,MTA1,pp,33,5.744562646538029
HCFC1,PAF1,pp,32,5.656854249492381
KDM5B,MBD2,pp,23,4.795831523312719
KMT2A,RBBP5,pp,40,6.324555320336759
RING1,RNF2,pp,24,4.898979485566356
GADD45A,JMJD1C,pp,6,2.449489742783178
DNMT1,SETD7,pp,40,6.324555320336759
BMI1,PHC3,pp,57,7.54983443527075
PCGF2,PHC2,pp,15,3.872983346207417
EP400,MEN1,pp,23,4.795831523312719
CBX8,PHC3,pp,26,5.0990195135927845
ARID1A,SMARCA4,pp,26,5.0990195135927845
MTA1,MTA3,pp,30,5.477225575051661
CHD4,SMARCA5,pp,60,7.745966692414834
CBX1,WDR5,pp,28,5.291502622129181
BRD2,BRD4,pp,10,3.1622776601683795
HDAC1,HDAC9,pp,91,9.539392014169456
ING4,KMT2A,pp,12,3.4641016151377544
ATRX,MEN1,pp,11,3.3166247903554
INO80,SMARCA5,pp,6,2.449489742783178
BRD7,SMARCC2,pp,16,4.0
SMARCA2,SMARCD2,pp,42,6.48074069840786
INO80,MBD3,pp,6,2.449489742783178
RBBP4,SMARCA5,pp,59,7.681145747868608
BRPF3,KAT7,pp,2,1.4142135623730951
MTA2,ZMYND8,pp,29,5.385164807134504
ASH2L,MEN1,pp,27,5.196152422706632
RPA3,TRIM28,pp,14,3.7416573867739413
BRD7,SMARCE1,pp,16,4.0
MBD1,SUV39H1,pp,9,3.0
PRMT5,SMARCE1,pp,37,6.082762530298219
ARID1A,PBRM1,pp,26,5.0990195135927845
RNF40,UBE2B,pp,10,3.1622776601683795
SETD1A,SUZ12,pp,15,3.872983346207417
PRMT1,SUZ12,pp,13,3.605551275463989
SIN3B,SMARCA2,pp,15,3.872983346207417
SIN3A,SMARCC1,pp,47,6.855654600401044
DNMT3L,MECP2,pp,7,2.6457513110645907
KMT2C,RING1,pp,12,3.4641016151377544
CBX1,PRDM6,pp,28,5.291502622129181
KMT2A,SMARCA2,pp,40,6.324555320336759
CARM1,SMARCE1,pp,24,4.898979485566356
EZH2,SMARCA1,pp,105,10.246950765959598
HDAC1,MEN1,pp,91,9.539392014169456
MTA1,UBE2I,pp,30,5.477225575051661
AURKB,SMARCC1,pp,12,3.4641016151377544
KAT7,RNF2,pp,15,3.872983346207417
CBX7,RING1,pp,14,3.7416573867739413
ARID1A,CHD7,pp,26,5.0990195135927845
KAT2B,NCOA1,pp,17,4.123105625617661
CXXC1,KMT2D,pp,16,4.0
NCOR1,SIN3A,pp,34,5.830951894845301
ING2,SIN3A,pp,14,3.7416573867739413
HDAC1,TET1,pp,91,9.539392014169456
SMARCC1,SMARCC2,pp,45,6.708203932499369
PHF8,WDR5,pp,6,2.449489742783178
KMT2D,WDR82,pp,15,3.872983346207417
BAZ1B,SMARCC1,pp,15,3.872983346207417
ACTL6A,SMARCC2,pp,33,5.744562646538029
MBD2,RBBP4,pp,22,4.69041575982343
BAZ1B,SMARCD2,pp,15,3.872983346207417
BRD4,ING3,pp,27,5.196152422706632
JARID2,PRDM14,pp,13,3.605551275463989
ING2,WDR5,pp,14,3.7416573867739413
PHC2,SFMBT1,pp,23,4.795831523312719
BRD4,SMARCA4,pp,27,5.196152422706632
CBX6,CHAF1B,pp,16,4.0
HDAC1,PHF20L1,pp,91,9.539392014169456
CHD1,SSRP1,pp,8,2.8284271247461903
BRCA1,PRMT1,pp,56,7.483314773547883
KMT2A,SMARCC1,pp,40,6.324555320336759
HDAC2,SMARCC2,pp,78,8.831760866327848
CHD4,KAT7,pp,60,7.745966692414834
MBD3,MECOM,pp,29,5.385164807134504
HDAC1,SFMBT1,pp,91,9.539392014169456
KDM1A,MBD2,pp,49,7.0
GTF2F1,POLR2B,pp,10,3.1622776601683795
PRKAA1,TRIM28,pp,11,3.3166247903554
FBXL19,RNF40,pp,3,1.7320508075688772
BRD4,KDM4C,pp,27,5.196152422706632
CHD5,MTA1,pp,13,3.605551275463989
HDAC1,KMT2A,pp,91,9.539392014169456
DNMT1,MECP2,pp,40,6.324555320336759
ASH2L,WDR5,pp,27,5.196152422706632
RBBP4,SIN3A,pp,59,7.681145747868608
PRDM14,SUZ12,pp,5,2.23606797749979
FKBP5,PRKAA1,pp,3,1.7320508075688772
ARID2,BRD7,pp,10,3.1622776601683795
BRCA1,HCFC1,pp,56,7.483314773547883
SMARCA5,SUZ12,pp,31,5.5677643628300215
EED,SIN3A,pp,87,9.327379053088816
DNMT1,MBD2,pp,40,6.324555320336759
ARID1A,PHF10,pp,26,5.0990195135927845
EED,HCFC1,pp,87,9.327379053088816
ARID1B,SMARCE1,pp,20,4.47213595499958
SIRT3,SIRT4,pp,2,1.4142135623730951
ACTL6A,SMARCC1,pp,33,5.744562646538029
BRD4,DMAP1,pp,27,5.196152422706632
HDAC2,SFMBT1,pp,78,8.831760866327848
HLTF,RPA3,pp,4,2.0
EED,PRKAA1,pp,87,9.327379053088816
KDM6A,KMT2D,pp,18,4.242640687119285
EZH2,KDM2B,pp,105,10.246950765959598
ARID1A,EED,pp,26,5.0990195135927845
SETDB1,SIN3B,pp,21,4.58257569495584
CHD5,MBD2,pp,13,3.605551275463989
MECP2,SMARCA2,pp,21,4.58257569495584
MBD3,SUZ12,pp,29,5.385164807134504
MEN1,PSIP1,pp,19,4.358898943540674
EED,RING1,pp,87,9.327379053088816
CHD4,PHF20L1,pp,60,7.745966692414834
KDM6B,PRMT7,pp,16,4.0
HCFC1,WDR5,pp,32,5.656854249492381
EZH2,KAT7,pp,105,10.246950765959598
NCOA3,PRMT1,pp,16,4.0
HCFC1,SETD1A,pp,32,5.656854249492381
HDAC1,PRDM6,pp,91,9.539392014169456
SIRT7,SMARCC1,pp,32,5.656854249492381
HDAC2,MBD3,pp,78,8.831760866327848
CHD3,SMARCE1,pp,51,7.14142842854285
ATRX,EAF1,pp,11,3.3166247903554
BRCA1,BRD7,pp,56,7.483314773547883
CREBBP,KAT6A,pp,38,6.164414002968976
BPTF,CBX6,pp,11,3.3166247903554
SETD7,SMARCA4,pp,5,2.23606797749979
CHD4,RPA3,pp,60,7.745966692414834
NCOA1,PRMT1,pp,16,4.0
SMARCB1,SMARCC2,pp,39,6.244997998398398
BMI1,KDM3A,pp,57,7.54983443527075
RBBP7,SMARCA1,pp,53,7.280109889280518
PHC3,RING1,pp,14,3.7416573867739413
CBX6,PHC3,pp,16,4.0
GADD45A,GADD45B,pp,6,2.449489742783178
MECOM,PRMT1,pp,12,3.4641016151377544
SIN3A,SMARCA4,pp,47,6.855654600401044
MBD4,SIN3A,pp,6,2.449489742783178
BRD4,PHF2,pp,27,5.196152422706632
PRKAA1,RBBP7,pp,11,3.3166247903554
CHD3,GADD45A,pp,51,7.14142842854285
BRD4,KDM5C,pp,27,5.196152422706632
CHD3,ZMYND8,pp,51,7.14142842854285
HDAC1,PHF1,pp,91,9.539392014169456
L3MBTL3,PRKAA1,pp,11,3.3166247903554
SIN3A,SMARCC2,pp,47,6.855654600401044
BRD4,EP300,pp,27,5.196152422706632
CBX5,MBD1,pp,39,6.244997998398398
SSRP1,SUZ12,pp,17,4.123105625617661
RNF2,SMARCA5,pp,74,8.602325267042627
BAZ1B,MBD3,pp,15,3.872983346207417
CBX8,KDM2B,pp,26,5.0990195135927845
EZH2,SSRP1,pp,105,10.246950765959598
EED,SMARCC2,pp,87,9.327379053088816
HDAC3,WDR5,pp,31,5.5677643628300215
KDM5C,MBD2,pp,13,3.605551275463989
CREBBP,KMT2D,pp,38,6.164414002968976
ING3,KAT7,pp,15,3.872983346207417
SMARCC1,SMARCD3,pp,45,6.708203932499369
HIRA,MECP2,pp,8,2.8284271247461903
SMARCD1,SMARCD2,pp,30,5.477225575051661
HCFC1,SIN3B,pp,32,5.656854249492381
PCGF1,SMARCC2,pp,20,4.47213595499958
CBX2,RING1,pp,13,3.605551275463989
HCFC1,HDAC2,pp,32,5.656854249492381
KDM3A,PRMT5,pp,6,2.449489742783178
ELP3,KMT2D,pp,12,3.4641016151377544
L3MBTL2,MTA1,pp,27,5.196152422706632
HDAC9,SMARCA4,pp,11,3.3166247903554
RPA3,WDR82,pp,14,3.7416573867739413
KDM2B,SIN3A,pp,15,3.872983346207417
HCFC1,HDAC1,pp,32,5.656854249492381
ING4,KAT7,pp,12,3.4641016151377544
MTA1,PHF20L1,pp,30,5.477225575051661
PRMT5,WDR5,pp,37,6.082762530298219
ARID1A,NCOA1,pp,26,5.0990195135927845
SATB1,SMARCA5,pp,12,3.4641016151377544
BRD4,CHD4,pp,27,5.196152422706632
ARID1A,CHAF1A,pp,26,5.0990195135927845
KDM1A,MBD3,pp,49,7.0
BRD7,EP300,pp,16,4.0
DNMT1,GADD45A,pp,40,6.324555320336759
CHD3,SSRP1,pp,51,7.14142842854285
MBD2,PHF20L1,pp,22,4.69041575982343
RBBP7,SIN3B,pp,53,7.280109889280518
KMT2C,WDR5,pp,12,3.4641016151377544
PHIP,SMARCA5,pp,13,3.605551275463989
PARP1,RPA3,pp,36,6.0
BRCA1,SETD1A,pp,56,7.483314773547883
ACTL6A,SMARCD2,pp,33,5.744562646538029
PCGF5,UBE2E1,pp,11,3.3166247903554
POLR2B,ZMYND8,pp,11,3.3166247903554
SMARCA5,SMARCC1,pp,31,5.5677643628300215
IWS1,SETD2,pp,4,2.0
RING1,UBE2E1,pp,24,4.898979485566356
POLR2B,SUZ12,pp,11,3.3166247903554
RBBP5,SMARCE1,pp,29,5.385164807134504
HIRA,SMARCC2,pp,8,2.8284271247461903
PHC1,RING1,pp,20,4.47213595499958
ACTL6A,WDR5,pp,33,5.744562646538029
CHD4,SMARCE1,pp,60,7.745966692414834
MBD3,MTA3,pp,29,5.385164807134504
RBBP5,SMARCD2,pp,29,5.385164807134504
EP300,PRMT1,pp,58,7.615773105863909
PHF1,SUZ12,pp,8,2.8284271247461903
MBD2,MTA2,pp,22,4.69041575982343
HIRA,SMARCC1,pp,8,2.8284271247461903
ATR,MTA1,pp,9,3.0
HCFC1,WDR82,pp,32,5.656854249492381
KDM1A,PHF20L1,pp,49,7.0
SMARCC1,SMARCE1,pp,45,6.708203932499369
PRMT1,SIRT1,pp,13,3.605551275463989
BRCA1,BRD4,pp,56,7.483314773547883
CHAF1A,SMARCA5,pp,29,5.385164807134504
BRD4,KDM5B,pp,27,5.196152422706632
MEN1,RBBP5,pp,19,4.358898943540674
MBD3,TET1,pp,29,5.385164807134504
SIN3A,SMARCA2,pp,47,6.855654600401044
ARID1A,HDAC2,pp,26,5.0990195135927845
CHD7,MTA1,pp,18,4.242640687119285
RNF2,SCML2,pp,74,8.602325267042627
MBD2,PAF1,pp,22,4.69041575982343
KDM3A,KDM6B,pp,6,2.449489742783178
ACTL6B,SMARCC2,pp,6,2.449489742783178
CHAF1A,SIN3A,pp,29,5.385164807134504
SIRT1,SMARCD2,pp,38,6.164414002968976
RBBP7,TET1,pp,53,7.280109889280518
MECP2,SMARCE1,pp,21,4.58257569495584
CBX6,RING1,pp,16,4.0
MBD2,MBD3,pp,22,4.69041575982343
CLOCK,KMT2A,pp,8,2.8284271247461903
HDAC1,SMARCE1,pp,91,9.539392014169456
PCGF6,RING1,pp,18,4.242640687119285
HDAC5,SIN3A,pp,25,5.0
ELP3,SMARCD2,pp,12,3.4641016151377544
HCFC1,MEN1,pp,32,5.656854249492381
L3MBTL2,SMARCC1,pp,27,5.196152422706632
SMARCA5,UHRF1,pp,31,5.5677643628300215
HDAC1,SIN3A,pp,91,9.539392014169456
CBX8,MEN1,pp,26,5.0990195135927845
CHD8,WDR5,pp,8,2.8284271247461903
SMARCC2,SMARCD2,pp,41,6.4031242374328485
SIN3A,TRIM28,pp,47,6.855654600401044
SMARCB1,WDR5,pp,39,6.244997998398398
SETD1A,SMARCD3,pp,15,3.872983346207417
ARID1A,CHD3,pp,26,5.0990195135927845
BRD4,JMJD6,pp,27,5.196152422706632
DNMT1,SMARCA5,pp,40,6.324555320336759
DNMT3B,PCGF2,pp,33,5.744562646538029
EED,MEN1,pp,87,9.327379053088816
BMI1,SMARCC1,pp,57,7.54983443527075
KDM6B,RBBP5,pp,16,4.0
KDM6B,TDG,pp,16,4.0
SMARCA4,SMARCE1,pp,60,7.745966692414834
KMT2A,SMARCB1,pp,40,6.324555320336759
CBX4,KMT2A,pp,26,5.0990195135927845
ACTL6A,BRD7,pp,33,5.744562646538029
SETD1A,SMARCA1,pp,15,3.872983346207417
CBX4,PHC3,pp,26,5.0990195135927845
EED,SMARCA5,pp,87,9.327379053088816
SETDB1,SIN3A,pp,21,4.58257569495584
SSRP1,UBE2I,pp,17,4.123105625617661
CBX2,PHC3,pp,13,3.605551275463989
SETD7,SIRT1,pp,5,2.23606797749979
CBX3,RING1,pp,38,6.164414002968976
KMT2A,RBBP4,pp,40,6.324555320336759
