gene_name,gene_name2,interation,source_appearance,source_appearance_sqrt
CREBBP,NCOA3,pp,38,6.164414002968976
ARID2,SMARCE1,pp,10,3.1622776601683795
CHAF1A,RBBP4,pp,29,5.385164807134504
KMT2A,MBD3,pp,40,6.324555320336759
EHMT1,SIRT6,pp,17,4.123105625617661
ARID1B,SMARCC2,pp,20,4.47213595499958
BRD2,CARM1,pp,10,3.1622776601683795
DNMT3B,MTA2,pp,33,5.744562646538029
EZH1,PHF1,pp,14,3.7416573867739413
GTF2F1,PARP1,pp,10,3.1622776601683795
CBX5,DNMT3A,pp,39,6.244997998398398
RING1,WDR5,pp,24,4.898979485566356
ASH2L,KMT2A,pp,27,5.196152422706632
DNMT1,KDM1A,pp,40,6.324555320336759
CHD4,RNF2,pp,60,7.745966692414834
NAP1L1,SIRT7,pp,9,3.0
BMI1,CBX6,pp,57,7.54983443527075
ING2,SMARCC2,pp,14,3.7416573867739413
HCFC1,KMT2A,pp,32,5.656854249492381
EZH2,HELLS,pp,105,10.246950765959598
CHD4,SMARCC1,pp,60,7.745966692414834
ARID2,SMARCA2,pp,10,3.1622776601683795
CBX5,HDAC9,pp,39,6.244997998398398
KAT8,RBBP5,pp,14,3.7416573867739413
POLR2B,RNF2,pp,11,3.3166247903554
EZH2,MBD3,pp,105,10.246950765959598
BPTF,BRCA1,pp,11,3.3166247903554
CBX5,UBE2A,pp,39,6.244997998398398
KMT2A,SMARCC2,pp,40,6.324555320336759
CHD4,DNMT1,pp,60,7.745966692414834
BPTF,EZH2,pp,11,3.3166247903554
GTF2B,MECP2,pp,8,2.8284271247461903
BAZ1B,SIRT7,pp,15,3.872983346207417
CARM1,KAT2B,pp,24,4.898979485566356
IWS1,RNF40,pp,4,2.0
TRIM28,UBE2E1,pp,48,6.928203230275509
CBX5,RBBP7,pp,39,6.244997998398398
SMARCC2,SMARCD3,pp,41,6.4031242374328485
MBD3,MTA1,pp,29,5.385164807134504
EED,NAP1L1,pp,87,9.327379053088816
KDM2B,WDR5,pp,15,3.872983346207417
KDM5B,MBD3,pp,23,4.795831523312719
MORF4L1,RNF2,pp,24,4.898979485566356
ASH2L,KMT2D,pp,27,5.196152422706632
DNMT1,PRMT5,pp,40,6.324555320336759
MORF4L1,SIN3B,pp,24,4.898979485566356
BRD8,MORF4L1,pp,7,2.6457513110645907
BRCA1,MORF4L1,pp,56,7.483314773547883
BRCA1,CHAF1A,pp,56,7.483314773547883
JADE1,KAT7,pp,6,2.449489742783178
CHAF1A,SMARCC1,pp,29,5.385164807134504
CBX7,PHC2,pp,14,3.7416573867739413
CBX5,HDAC2,pp,39,6.244997998398398
RBBP7,SIRT6,pp,53,7.280109889280518
CBX3,DNMT3B,pp,38,6.164414002968976
HDAC2,MORF4L1,pp,78,8.831760866327848
PAF1,RNF20,pp,21,4.58257569495584
EZH2,NCOA3,pp,105,10.246950765959598
ATR,CHD4,pp,9,3.0
CBX1,TRIM24,pp,28,5.291502622129181
KDM1A,UBE2I,pp,49,7.0
CBX1,DNMT3B,pp,28,5.291502622129181
KMT2D,WDR5,pp,15,3.872983346207417
CBX3,CHAF1A,pp,38,6.164414002968976
DNMT3B,SIN3A,pp,33,5.744562646538029
KMT2B,WDR82,pp,6,2.449489742783178
NCOA1,TRIM24,pp,16,4.0
AFF4,KMT2A,pp,3,1.7320508075688772
CARM1,SMARCC2,pp,24,4.898979485566356
CBX5,SMARCA2,pp,39,6.244997998398398
ARID1A,SIN3A,pp,26,5.0990195135927845
MTA3,PARP1,pp,22,4.69041575982343
CHD3,MBD3,pp,51,7.14142842854285
CARM1,SMARCC1,pp,24,4.898979485566356
PHF1,PHF19,pp,8,2.8284271247461903
CHD4,KDM1A,pp,60,7.745966692414834
CBX5,SP100,pp,39,6.244997998398398
CBX2,PHC1,pp,13,3.605551275463989
CBX3,TRIM24,pp,38,6.164414002968976
HDAC9,PARP1,pp,11,3.3166247903554
TRIM24,TRIM33,pp,9,3.0
NCOA3,NCOR1,pp,16,4.0
BAZ2A,KAT8,pp,8,2.8284271247461903
ACTB,SMARCC2,pp,18,4.242640687119285
CREBBP,WDR5,pp,38,6.164414002968976
EP400,EPC1,pp,23,4.795831523312719
KDM5B,SIN3A,pp,23,4.795831523312719
CHD3,SMARCC2,pp,51,7.14142842854285
PRMT6,SMARCD1,pp,7,2.6457513110645907
MECP2,NCOR1,pp,21,4.58257569495584
CBX7,PCGF1,pp,14,3.7416573867739413
CBX8,KMT2A,pp,26,5.0990195135927845
CBX2,RNF2,pp,13,3.605551275463989
L3MBTL2,MTA3,pp,27,5.196152422706632
CHAF1B,EZH2,pp,10,3.1622776601683795
MBD2,PRMT5,pp,22,4.69041575982343
EPC1,H2AFZ,pp,16,4.0
BAZ1A,SMARCA5,pp,13,3.605551275463989
L3MBTL2,SMARCA5,pp,27,5.196152422706632
CREBBP,JADE1,pp,38,6.164414002968976
CBX1,MECP2,pp,28,5.291502622129181
KAT2B,NCOA3,pp,17,4.123105625617661
ACTL6B,SMARCD1,pp,6,2.449489742783178
HDAC3,PARP1,pp,31,5.5677643628300215
KMT2A,WDR5,pp,40,6.324555320336759
CHD4,MBD3,pp,60,7.745966692414834
BRPF1,KAT7,pp,6,2.449489742783178
KDM1A,RPA3,pp,49,7.0
ATRX,MECP2,pp,11,3.3166247903554
CBX6,PCGF5,pp,16,4.0
BRCA1,NAP1L1,pp,56,7.483314773547883
HDAC1,WDR5,pp,91,9.539392014169456
CARM1,WDR5,pp,24,4.898979485566356
ACTL6B,SMARCA4,pp,6,2.449489742783178
PAF1,RNF40,pp,21,4.58257569495584
CARM1,EZH2,pp,24,4.898979485566356
BMI1,PRMT6,pp,57,7.54983443527075
BPTF,RBBP7,pp,11,3.3166247903554
CBX5,EHMT2,pp,39,6.244997998398398
NCOR2,SIN3A,pp,16,4.0
RNF40,UBE2E1,pp,10,3.1622776601683795
MTA1,TRIM33,pp,30,5.477225575051661
KDM1A,RBBP4,pp,49,7.0
PARP1,PARP2,pp,36,6.0
CBX5,SUV39H1,pp,39,6.244997998398398
DNMT3B,SMARCA5,pp,33,5.744562646538029
POLR2B,TCEA1,pp,11,3.3166247903554
KDM2B,PRMT5,pp,15,3.872983346207417
ASXL1,RNF2,pp,5,2.23606797749979
EP300,PRDM2,pp,58,7.615773105863909
CHD4,HELLS,pp,60,7.745966692414834
KDM5D,KMT2A,pp,2,1.4142135623730951
HDAC2,PARP1,pp,78,8.831760866327848
PRMT5,SMARCC1,pp,37,6.082762530298219
HDAC5,WDR5,pp,25,5.0
L3MBTL2,PCGF6,pp,27,5.196152422706632
EZH2,MORF4L1,pp,105,10.246950765959598
BRCA1,UBE2E1,pp,56,7.483314773547883
ARID2,SMARCB1,pp,10,3.1622776601683795
EED,PHF1,pp,87,9.327379053088816
ASH2L,KMT2B,pp,27,5.196152422706632
HDAC1,SMARCC2,pp,91,9.539392014169456
CBX6,PHC1,pp,16,4.0
CBX6,RNF2,pp,16,4.0
BMI1,DNMT3B,pp,57,7.54983443527075
CBX6,NCOR2,pp,16,4.0
SIN3A,SMARCE1,pp,47,6.855654600401044
SMARCA1,SMARCC2,pp,14,3.7416573867739413
EED,PARP1,pp,87,9.327379053088816
RBBP5,WDR5,pp,29,5.385164807134504
BRD7,TRIM24,pp,16,4.0
EZH2,PRMT5,pp,105,10.246950765959598
BPTF,EED,pp,11,3.3166247903554
DNMT3B,MTA1,pp,33,5.744562646538029
HCFC1,PAF1,pp,32,5.656854249492381
KMT2A,RBBP5,pp,40,6.324555320336759
GADD45A,JMJD1C,pp,6,2.449489742783178
BAZ1B,ING3,pp,15,3.872983346207417
CHD4,CXXC1,pp,60,7.745966692414834
EP300,NCOA3,pp,58,7.615773105863909
CHD4,PSIP1,pp,60,7.745966692414834
CBX1,CBX5,pp,28,5.291502622129181
HIRA,SMARCB1,pp,8,2.8284271247461903
MSL3,PAF1,pp,2,1.4142135623730951
CBX5,DNMT3B,pp,39,6.244997998398398
RBBP4,SUV39H1,pp,59,7.681145747868608
CHD4,SMARCA5,pp,60,7.745966692414834
CBX1,WDR5,pp,28,5.291502622129181
KDM4C,PRMT5,pp,10,3.1622776601683795
PARP1,TRIM33,pp,36,6.0
ING4,KMT2A,pp,12,3.4641016151377544
ATRX,MEN1,pp,11,3.3166247903554
CBX1,CHAF1A,pp,28,5.291502622129181
INO80,SMARCA5,pp,6,2.449489742783178
PAF1,TCEA1,pp,21,4.58257569495584
BRD7,SMARCC2,pp,16,4.0
CHD4,DNMT3B,pp,60,7.745966692414834
PCGF5,PHC2,pp,11,3.3166247903554
CARM1,PARP1,pp,24,4.898979485566356
INO80,MBD3,pp,6,2.449489742783178
RBBP4,SMARCA5,pp,59,7.681145747868608
BRPF3,KAT7,pp,2,1.4142135623730951
EZH2,IWS1,pp,105,10.246950765959598
MBD1,SUV39H1,pp,9,3.0
PRMT5,SMARCE1,pp,37,6.082762530298219
PARP1,SIRT1,pp,36,6.0
PRMT6,SUV39H1,pp,7,2.6457513110645907
SIN3A,SMARCC1,pp,47,6.855654600401044
DNMT3L,MECP2,pp,7,2.6457513110645907
PARP2,SIRT6,pp,7,2.6457513110645907
KMT2A,SMARCA2,pp,40,6.324555320336759
CARM1,SMARCE1,pp,24,4.898979485566356
CHD4,TRIM28,pp,60,7.745966692414834
HDAC2,L3MBTL2,pp,78,8.831760866327848
KAT7,RNF2,pp,15,3.872983346207417
CBX7,RING1,pp,14,3.7416573867739413
CXXC1,KMT2D,pp,16,4.0
NCOR1,SIN3A,pp,34,5.830951894845301
DNMT1,SUV39H1,pp,40,6.324555320336759
ING2,SIN3A,pp,14,3.7416573867739413
CHD1L,H2AFZ,pp,10,3.1622776601683795
HDAC1,TET1,pp,91,9.539392014169456
CBX5,TRIM24,pp,39,6.244997998398398
ATRX,NSD1,pp,11,3.3166247903554
SMARCC1,SMARCC2,pp,45,6.708203932499369
PHF8,WDR5,pp,6,2.449489742783178
KMT2D,WDR82,pp,15,3.872983346207417
BAZ1B,SMARCC1,pp,15,3.872983346207417
ACTL6A,SMARCC2,pp,33,5.744562646538029
EHMT2,NCOA3,pp,35,5.916079783099616
BAZ1B,SMARCD2,pp,15,3.872983346207417
EED,L3MBTL2,pp,87,9.327379053088816
EP400,MORF4L1,pp,23,4.795831523312719
ING2,WDR5,pp,14,3.7416573867739413
KDM1A,MTA3,pp,49,7.0
CBX6,CHAF1B,pp,16,4.0
PPARGC1A,RNF2,pp,9,3.0
JADE1,KAT5,pp,6,2.449489742783178
KMT2A,SMARCC1,pp,40,6.324555320336759
CARM1,SMARCA4,pp,24,4.898979485566356
HDAC2,SMARCC2,pp,78,8.831760866327848
CBX5,PCGF6,pp,39,6.244997998398398
CHD4,KAT7,pp,60,7.745966692414834
CHAF1A,HDAC1,pp,29,5.385164807134504
MBD3,MECOM,pp,29,5.385164807134504
KDM1A,MBD2,pp,49,7.0
GTF2F1,POLR2B,pp,10,3.1622776601683795
PRKAA1,TRIM28,pp,11,3.3166247903554
KDM1A,MTA2,pp,49,7.0
BRD4,KDM4C,pp,27,5.196152422706632
CARM1,SMARCB1,pp,24,4.898979485566356
HDAC1,KMT2A,pp,91,9.539392014169456
DNMT1,MECP2,pp,40,6.324555320336759
ASH2L,WDR5,pp,27,5.196152422706632
BAZ1B,CHD3,pp,15,3.872983346207417
RBBP4,SIN3A,pp,59,7.681145747868608
CBX3,CBX5,pp,38,6.164414002968976
FKBP5,PRKAA1,pp,3,1.7320508075688772
ARID2,BRD7,pp,10,3.1622776601683795
KDM1A,RNF2,pp,49,7.0
CARM1,EP300,pp,24,4.898979485566356
SMARCA5,SUZ12,pp,31,5.5677643628300215
HDAC1,PARP1,pp,91,9.539392014169456
ARID1B,KDM4C,pp,20,4.47213595499958
EED,SIN3A,pp,87,9.327379053088816
NCOR1,TRIM33,pp,34,5.830951894845301
CHD4,SIRT6,pp,60,7.745966692414834
DNMT3B,TDG,pp,33,5.744562646538029
ATM,KAT8,pp,23,4.795831523312719
EP300,MORF4L1,pp,58,7.615773105863909
HDAC6,KDM1A,pp,13,3.605551275463989
EED,PRKAA1,pp,87,9.327379053088816
ATM,PARP1,pp,23,4.795831523312719
BAZ1B,HDAC11,pp,15,3.872983346207417
KDM1A,L3MBTL3,pp,49,7.0
ATRX,BMI1,pp,11,3.3166247903554
KDM6A,KMT2D,pp,18,4.242640687119285
DNMT3B,SUV39H1,pp,33,5.744562646538029
DNMT1,DNMT3B,pp,40,6.324555320336759
CHAF1A,HDAC2,pp,29,5.385164807134504
KDM4A,KDM4C,pp,9,3.0
SIRT6,TRIM28,pp,17,4.123105625617661
MECP2,SMARCA2,pp,21,4.58257569495584
BRD8,EPC1,pp,7,2.6457513110645907
MBD3,SUZ12,pp,29,5.385164807134504
MTF2,SUV39H1,pp,15,3.872983346207417
KMT2B,RBBP5,pp,6,2.449489742783178
PARP1,UHRF1,pp,36,6.0
CHD4,PHF20L1,pp,60,7.745966692414834
KDM6B,PRMT7,pp,16,4.0
HCFC1,WDR5,pp,32,5.656854249492381
EZH2,KAT7,pp,105,10.246950765959598
DNMT3A,SUV39H1,pp,19,4.358898943540674
NCOA3,PRMT1,pp,16,4.0
PRMT5,SMARCB1,pp,37,6.082762530298219
EP300,HIRA,pp,58,7.615773105863909
JMJD6,UBE2I,pp,5,2.23606797749979
PAXIP1,PRMT5,pp,16,4.0
HDAC2,MBD3,pp,78,8.831760866327848
L3MBTL2,SMARCA4,pp,27,5.196152422706632
ATRX,EAF1,pp,11,3.3166247903554
CHD4,EED,pp,60,7.745966692414834
CBX2,PHC2,pp,13,3.605551275463989
CREBBP,KAT6A,pp,38,6.164414002968976
BPTF,CBX6,pp,11,3.3166247903554
CHD2,SIRT7,pp,5,2.23606797749979
BAZ1B,RNF2,pp,15,3.872983346207417
CHD4,RPA3,pp,60,7.745966692414834
SMARCB1,SMARCC2,pp,39,6.244997998398398
CBX5,SUV39H2,pp,39,6.244997998398398
BMI1,KDM3A,pp,57,7.54983443527075
CBX5,L3MBTL1,pp,39,6.244997998398398
CBX6,PHC3,pp,16,4.0
BOP1,CHD4,pp,4,2.0
CBX5,CHD4,pp,39,6.244997998398398
EZH1,PRMT5,pp,14,3.7416573867739413
SIN3A,SMARCA4,pp,47,6.855654600401044
MBD4,SIN3A,pp,6,2.449489742783178
PRKAA1,RBBP7,pp,11,3.3166247903554
NCOA3,SIRT2,pp,16,4.0
KDM1A,SETDB1,pp,49,7.0
CARM1,PRMT5,pp,24,4.898979485566356
ARID1B,PRMT5,pp,20,4.47213595499958
CHAF1A,RBBP7,pp,29,5.385164807134504
HDAC1,PHF1,pp,91,9.539392014169456
L3MBTL3,PRKAA1,pp,11,3.3166247903554
SIN3A,SMARCC2,pp,47,6.855654600401044
DNMT3B,TRIM28,pp,33,5.744562646538029
CBX5,SETDB1,pp,39,6.244997998398398
KDM1A,PHF8,pp,49,7.0
CBX5,MBD1,pp,39,6.244997998398398
RNF2,SMARCA5,pp,74,8.602325267042627
BAZ1B,MBD3,pp,15,3.872983346207417
EED,SMARCC2,pp,87,9.327379053088816
BMI1,KDM1A,pp,57,7.54983443527075
CBX8,PCGF5,pp,26,5.0990195135927845
HDAC3,WDR5,pp,31,5.5677643628300215
CHD4,PHIP,pp,60,7.745966692414834
CREBBP,KMT2D,pp,38,6.164414002968976
ING3,KAT7,pp,15,3.872983346207417
HDAC1,KDM4C,pp,91,9.539392014169456
HDAC3,KDM4C,pp,31,5.5677643628300215
CHD3,KDM1A,pp,51,7.14142842854285
EZH2,TRIM33,pp,105,10.246950765959598
HIRA,MECP2,pp,8,2.8284271247461903
SIRT6,TDG,pp,17,4.123105625617661
L3MBTL2,MTA2,pp,27,5.196152422706632
CBX5,CHAF1A,pp,39,6.244997998398398
KDM5D,PCGF6,pp,2,1.4142135623730951
CHAF1A,MTA3,pp,29,5.385164807134504
PCGF1,SMARCC2,pp,20,4.47213595499958
CBX2,RING1,pp,13,3.605551275463989
KDM3A,PRMT5,pp,6,2.449489742783178
HDAC1,MORF4L1,pp,91,9.539392014169456
CLOCK,EP300,pp,8,2.8284271247461903
ELP3,KMT2D,pp,12,3.4641016151377544
CHAF1A,PAF1,pp,29,5.385164807134504
HDAC11,KDM1A,pp,6,2.449489742783178
L3MBTL2,MTA1,pp,27,5.196152422706632
KDM2B,SIN3A,pp,15,3.872983346207417
ING4,KAT7,pp,12,3.4641016151377544
PRMT5,WDR5,pp,37,6.082762530298219
SATB1,SMARCA5,pp,12,3.4641016151377544
BRD4,CHD4,pp,27,5.196152422706632
PPARGC1A,SIRT1,pp,9,3.0
ARID1A,CHAF1A,pp,26,5.0990195135927845
KDM1A,MBD3,pp,49,7.0
CBX1,L3MBTL2,pp,28,5.291502622129181
CARM1,CREBBP,pp,24,4.898979485566356
CBX4,SUV39H1,pp,26,5.0990195135927845
KMT2C,WDR5,pp,12,3.4641016151377544
HDAC4,PARP1,pp,17,4.123105625617661
CBX2,ELP3,pp,13,3.605551275463989
PHIP,SMARCA5,pp,13,3.605551275463989
PARP1,RPA3,pp,36,6.0
CLOCK,KAT5,pp,8,2.8284271247461903
DNMT3A,DNMT3B,pp,19,4.358898943540674
CHD4,HDAC1,pp,60,7.745966692414834
CHD2,EED,pp,5,2.23606797749979
PCGF5,UBE2E1,pp,11,3.3166247903554
POLR2B,ZMYND8,pp,11,3.3166247903554
SMARCA5,SMARCC1,pp,31,5.5677643628300215
IWS1,SETD2,pp,4,2.0
RING1,UBE2E1,pp,24,4.898979485566356
HDAC5,KDM1A,pp,25,5.0
CBX3,SUV39H1,pp,38,6.164414002968976
POLR2B,SUZ12,pp,11,3.3166247903554
HIRA,SMARCC2,pp,8,2.8284271247461903
DNMT3B,EED,pp,33,5.744562646538029
ACTL6A,WDR5,pp,33,5.744562646538029
CHD4,SMARCE1,pp,60,7.745966692414834
CBX4,HELLS,pp,26,5.0990195135927845
MBD3,MTA3,pp,29,5.385164807134504
PHF1,SUZ12,pp,8,2.8284271247461903
HIRA,SMARCC1,pp,8,2.8284271247461903
KDM1A,PHF20L1,pp,49,7.0
MBD4,SUV39H1,pp,6,2.449489742783178
EP300,NAP1L1,pp,58,7.615773105863909
HDAC4,SUV39H1,pp,17,4.123105625617661
EED,EPC1,pp,87,9.327379053088816
BAZ1B,CHD4,pp,15,3.872983346207417
CBX4,PARP1,pp,26,5.0990195135927845
CBX5,EHMT1,pp,39,6.244997998398398
