gene_name,gene_name2,interation,source_appearance,source_appearance_sqrt
EED,PHF19,pp,87,9.327379053088816
CHD1,PAF1,pp,8,2.8284271247461903
PRMT5,SIN3A,pp,37,6.082762530298219
CBX4,EED,pp,26,5.0990195135927845
EZH2,PHF1,pp,105,10.246950765959598
CBX8,SETD2,pp,26,5.0990195135927845
CBX1,CBX3,pp,28,5.291502622129181
PHC1,SFMBT2,pp,20,4.47213595499958
BRCA1,GTF3C4,pp,56,7.483314773547883
PBRM1,SMARCA2,pp,24,4.898979485566356
CHD7,SMARCC2,pp,18,4.242640687119285
CBX7,PHC3,pp,14,3.7416573867739413
HDAC1,PRDM4,pp,91,9.539392014169456
KDM5B,RBBP7,pp,23,4.795831523312719
DNMT3L,HDAC1,pp,7,2.6457513110645907
DPY30,WDR5,pp,16,4.0
CHAF1A,SMARCD1,pp,29,5.385164807134504
CBX7,SUV39H2,pp,14,3.7416573867739413
CBX3,WDR5,pp,38,6.164414002968976
KAT2A,TAF3,pp,9,3.0
CHD3,CHD5,pp,51,7.14142842854285
HDAC2,TET1,pp,78,8.831760866327848
ARID1B,SMARCD3,pp,20,4.47213595499958
BAZ1B,SMARCC2,pp,15,3.872983346207417
SETDB1,SUZ12,pp,21,4.58257569495584
GTF2F1,TAF1,pp,10,3.1622776601683795
EZH2,HDAC8,pp,105,10.246950765959598
L3MBTL1,SETD7,pp,9,3.0
MTA1,MTA2,pp,30,5.477225575051661
HDAC10,TRIM28,pp,5,2.23606797749979
BRCA1,NCOA3,pp,56,7.483314773547883
MECP2,SMARCB1,pp,21,4.58257569495584
EP300,PRKCD,pp,58,7.615773105863909
PAF1,SMARCD3,pp,21,4.58257569495584
BRDT,SMARCE1,pp,2,1.4142135623730951
KDM4A,NCOR1,pp,9,3.0
PHF19,SUV39H2,pp,11,3.3166247903554
PBRM1,SUZ12,pp,24,4.898979485566356
CBX2,DNMT3B,pp,13,3.605551275463989
CBX2,KDM3A,pp,13,3.605551275463989
CBX6,ELP4,pp,16,4.0
BRD3,BRD4,pp,6,2.449489742783178
CHD7,SMARCA4,pp,18,4.242640687119285
BAZ1B,SMARCA4,pp,15,3.872983346207417
H2AFZ,UBE2E1,pp,12,3.4641016151377544
HDAC1,PCGF6,pp,91,9.539392014169456
KDM6B,SMARCC1,pp,16,4.0
CHD3,PARP1,pp,51,7.14142842854285
KMT2E,SIN3A,pp,6,2.449489742783178
HDAC1,KDM5B,pp,91,9.539392014169456
EPC1,KAT7,pp,16,4.0
MBD3,SMARCA5,pp,29,5.385164807134504
KDM4C,SMARCA4,pp,10,3.1622776601683795
HELLS,L3MBTL2,pp,10,3.1622776601683795
EP400,KDM1A,pp,23,4.795831523312719
EED,PCGF2,pp,87,9.327379053088816
ATRX,SETDB1,pp,11,3.3166247903554
SMARCB1,SMARCD1,pp,39,6.244997998398398
TRIM33,UBE2E1,pp,10,3.1622776601683795
KAT5,PSIP1,pp,30,5.477225575051661
KAT6B,UBE2I,pp,2,1.4142135623730951
USP22,USP27X,pp,6,2.449489742783178
EED,SMARCA1,pp,87,9.327379053088816
DPY30,KMT2C,pp,16,4.0
EZH2,TRIM28,pp,105,10.246950765959598
BRD7,EZH2,pp,16,4.0
RNF2,UBE2E1,pp,74,8.602325267042627
KDM1A,POLR2B,pp,49,7.0
SMARCB1,SMARCD3,pp,39,6.244997998398398
CHD4,PAF1,pp,60,7.745966692414834
HDAC2,SMYD1,pp,78,8.831760866327848
CXXC1,WDR5,pp,16,4.0
SUPT16,UHRF1,pp,2,1.4142135623730951
BAZ1A,MECP2,pp,13,3.605551275463989
BRCA1,HDAC2,pp,56,7.483314773547883
ELP3,PCGF1,pp,12,3.4641016151377544
BRPF1,ING4,pp,6,2.449489742783178
CBX1,PCGF6,pp,28,5.291502622129181
BMI1,SMARCA2,pp,57,7.54983443527075
BRCA1,WDR5,pp,56,7.483314773547883
HDAC1,MECP2,pp,91,9.539392014169456
NAP1L1,SSRP1,pp,9,3.0
SUV39H1,UHRF1,pp,29,5.385164807134504
HDAC11,POLR2B,pp,6,2.449489742783178
BMI1,PCGF2,pp,57,7.54983443527075
SMARCA4,SMARCD3,pp,60,7.745966692414834
GADD45A,ING4,pp,6,2.449489742783178
PBRM1,SMARCC1,pp,24,4.898979485566356
PRDM10,PRDM5,pp,1,1.0
AURKB,PARP1,pp,12,3.4641016151377544
KDM2B,RNF2,pp,15,3.872983346207417
KMT2E,RBBP4,pp,6,2.449489742783178
BMI1,HDAC2,pp,57,7.54983443527075
PAF1,SSRP1,pp,21,4.58257569495584
RBBP5,SMARCC1,pp,29,5.385164807134504
EED,SMARCA4,pp,87,9.327379053088816
EP400,HCFC1,pp,23,4.795831523312719
CHD3,MTA1,pp,51,7.14142842854285
BRWD1,SMARCA4,pp,1,1.0
ING2,PRMT5,pp,14,3.7416573867739413
BAZ1B,EED,pp,15,3.872983346207417
KDM4A,SMARCA4,pp,9,3.0
ACTL6A,EPC1,pp,33,5.744562646538029
RPA3,SMARCC2,pp,14,3.7416573867739413
SIRT3,SIRT5,pp,2,1.4142135623730951
AURKB,UBE2I,pp,12,3.4641016151377544
CBX4,PCGF2,pp,26,5.0990195135927845
HDAC1,ING2,pp,91,9.539392014169456
BMI1,PARP1,pp,57,7.54983443527075
DNMT3L,EHMT2,pp,7,2.6457513110645907
HCFC1,RBBP5,pp,32,5.656854249492381
KAT2A,PPARGC1A,pp,9,3.0
KMT2D,PAXIP1,pp,15,3.872983346207417
CBX8,PAXIP1,pp,26,5.0990195135927845
MTA2,PHF20L1,pp,29,5.385164807134504
PRMT2,SETD1A,pp,5,2.23606797749979
TRIM28,UBE2I,pp,48,6.928203230275509
EHMT2,JARID2,pp,35,5.916079783099616
EPC2,EZH2,pp,9,3.0
DOT1L,SIRT1,pp,5,2.23606797749979
EP300,NCOA1,pp,58,7.615773105863909
SMARCD1,SUZ12,pp,30,5.477225575051661
CHD5,MTA2,pp,13,3.605551275463989
EED,RNF2,pp,87,9.327379053088816
BAZ1A,BAZ1B,pp,13,3.605551275463989
EZH2,KMT2C,pp,105,10.246950765959598
CECR2,SUZ12,pp,3,1.7320508075688772
EP300,MECP2,pp,58,7.615773105863909
HDAC3,HDAC7,pp,31,5.5677643628300215
ASH2L,KMT2C,pp,27,5.196152422706632
KMT2B,WDR5,pp,6,2.449489742783178
CREBBP,KMT2A,pp,38,6.164414002968976
ACTB,SMARCA4,pp,18,4.242640687119285
BMI1,KAT5,pp,57,7.54983443527075
KDM3B,SMYD3,pp,3,1.7320508075688772
KDM5C,RING1,pp,13,3.605551275463989
DPY30,SETD7,pp,16,4.0
HDAC5,RBBP7,pp,25,5.0
MORF4L1,SIN3A,pp,24,4.898979485566356
KDM6A,RNF2,pp,18,4.242640687119285
CBX1,HDAC2,pp,28,5.291502622129181
HDAC1,TRIM28,pp,91,9.539392014169456
EZH1,RBBP7,pp,14,3.7416573867739413
CREBBP,SETD1A,pp,38,6.164414002968976
CLOCK,SIRT1,pp,8,2.8284271247461903
PHC1,PHC3,pp,20,4.47213595499958
HDAC4,MECOM,pp,17,4.123105625617661
MBD4,UHRF1,pp,6,2.449489742783178
ATM,MTA3,pp,23,4.795831523312719
CBX3,KDM2B,pp,38,6.164414002968976
KAT2A,SIRT1,pp,9,3.0
HDAC2,SMARCB1,pp,78,8.831760866327848
KMT2A,WDR82,pp,40,6.324555320336759
HDAC2,SUV39H1,pp,78,8.831760866327848
DMAP1,KAT5,pp,18,4.242640687119285
MEN1,RNF20,pp,19,4.358898943540674
NAP1L2,NAP1L3,pp,4,2.0
SMARCA4,TRIM28,pp,60,7.745966692414834
KDM1A,SMARCD1,pp,49,7.0
CHD3,SIRT6,pp,51,7.14142842854285
CBX8,PCGF2,pp,26,5.0990195135927845
HDAC2,MBD2,pp,78,8.831760866327848
CHAF1A,EZH2,pp,29,5.385164807134504
EHMT2,SIRT6,pp,35,5.916079783099616
EZH2,NCOR1,pp,105,10.246950765959598
CHD3,MTA2,pp,51,7.14142842854285
PCGF6,WDR5,pp,18,4.242640687119285
KDM1A,SFMBT1,pp,49,7.0
EED,SMARCD1,pp,87,9.327379053088816
BAZ1A,EZH2,pp,13,3.605551275463989
SP100,UBE2I,pp,7,2.6457513110645907
CHAF1B,SUZ12,pp,10,3.1622776601683795
KAT2B,WDR5,pp,17,4.123105625617661
EZH2,SMARCC2,pp,105,10.246950765959598
DNMT3B,HDAC1,pp,33,5.744562646538029
KDM4A,PBRM1,pp,9,3.0
HDAC6,SMARCC1,pp,13,3.605551275463989
HDAC3,L3MBTL2,pp,31,5.5677643628300215
DMAP1,EPC1,pp,18,4.242640687119285
HDAC2,PRDM1,pp,78,8.831760866327848
KAT8,PAF1,pp,14,3.7416573867739413
NCOA1,NCOR1,pp,16,4.0
KAT2A,USP22,pp,9,3.0
MTA2,RNF2,pp,29,5.385164807134504
HCFC1,KMT2E,pp,32,5.656854249492381
CBX6,PCGF6,pp,16,4.0
CBX3,KDM5C,pp,38,6.164414002968976
CBX1,SUV39H1,pp,28,5.291502622129181
MTA3,SUZ12,pp,22,4.69041575982343
HDAC1,HDAC5,pp,91,9.539392014169456
HDAC1,SUV39H1,pp,91,9.539392014169456
CBX7,PCGF5,pp,14,3.7416573867739413
MBD1,PRMT5,pp,9,3.0
DNMT3A,EED,pp,19,4.358898943540674
BRD8,DMAP1,pp,7,2.6457513110645907
PPARGC1A,UBE2I,pp,9,3.0
EAF1,GTF2F1,pp,4,2.0
CHD3,SMARCA1,pp,51,7.14142842854285
PHF20,RBBP5,pp,4,2.0
KDM1A,MBD4,pp,49,7.0
BRPF1,KAT6A,pp,6,2.449489742783178
ATAD2,HDAC11,pp,4,2.0
HDAC2,RNF2,pp,78,8.831760866327848
MEN1,SIN3A,pp,19,4.358898943540674
RBBP7,SUZ12,pp,53,7.280109889280518
ACTL6A,EP400,pp,33,5.744562646538029
PHC1,SP100,pp,20,4.47213595499958
EHMT2,KAT2B,pp,35,5.916079783099616
CBX5,UBE2B,pp,39,6.244997998398398
SIRT1,SIRT7,pp,38,6.164414002968976
CHD8,SUZ12,pp,8,2.8284271247461903
BAZ2A,SMARCA5,pp,8,2.8284271247461903
CHD3,SMARCC1,pp,51,7.14142842854285
PHC2,RNF2,pp,23,4.795831523312719
CBX4,PHC1,pp,26,5.0990195135927845
CREBBP,RBBP5,pp,38,6.164414002968976
EP300,SMARCA2,pp,58,7.615773105863909
EZH2,PBRM1,pp,105,10.246950765959598
BRCA1,HDAC1,pp,56,7.483314773547883
CBX7,PCGF2,pp,14,3.7416573867739413
CHAF1A,SMARCA4,pp,29,5.385164807134504
RBBP4,SIN3B,pp,59,7.681145747868608
BRD4,KAT8,pp,27,5.196152422706632
CHD4,RBBP4,pp,60,7.745966692414834
BMI1,CHD4,pp,57,7.54983443527075
HDAC9,NCOR1,pp,11,3.3166247903554
EZH2,HCFC1,pp,105,10.246950765959598
DPY30,SETD1A,pp,16,4.0
ELP3,SMARCB1,pp,12,3.4641016151377544
HDAC4,HDAC9,pp,17,4.123105625617661
ARID1B,HDAC3,pp,20,4.47213595499958
EED,EPC2,pp,87,9.327379053088816
SMARCA4,SUZ12,pp,60,7.745966692414834
HDAC1,MTA1,pp,91,9.539392014169456
CHD3,CHD4,pp,51,7.14142842854285
ARID1A,SMARCA2,pp,26,5.0990195135927845
DNMT3B,RBBP7,pp,33,5.744562646538029
RNF20,SIRT6,pp,9,3.0
HDAC3,RBBP4,pp,31,5.5677643628300215
HDAC1,SMARCB1,pp,91,9.539392014169456
GTF2F1,GTF2H1,pp,10,3.1622776601683795
EPC2,RNF2,pp,9,3.0
NCOA3,SIRT1,pp,16,4.0
CHD1L,TRIM33,pp,10,3.1622776601683795
PRDM1,PRMT5,pp,6,2.449489742783178
KAT2B,MECOM,pp,17,4.123105625617661
EZH2,SUV39H1,pp,105,10.246950765959598
SIN3A,TET1,pp,47,6.855654600401044
HDAC3,KDM1A,pp,31,5.5677643628300215
EP300,PAXIP1,pp,58,7.615773105863909
RBBP7,TET2,pp,53,7.280109889280518
DPY30,SUZ12,pp,16,4.0
KDM6A,WDR82,pp,18,4.242640687119285
AURKB,FKBP5,pp,12,3.4641016151377544
RBBP4,SMARCA2,pp,59,7.681145747868608
CHD4,SIN3A,pp,60,7.745966692414834
HCFC1,SMARCB1,pp,32,5.656854249492381
CBX1,RNF2,pp,28,5.291502622129181
EZH2,SMARCA5,pp,105,10.246950765959598
EP300,WDR5,pp,58,7.615773105863909
ASH2L,PHF8,pp,27,5.196152422706632
PHF8,PRMT5,pp,6,2.449489742783178
ACTB,EED,pp,18,4.242640687119285
SIN3A,TET2,pp,47,6.855654600401044
HIRA,UBE2I,pp,8,2.8284271247461903
ARID1A,SMARCC2,pp,26,5.0990195135927845
KDM6B,PRMT5,pp,16,4.0
SMARCA4,SMARCC1,pp,60,7.745966692414834
PCGF2,PHC3,pp,15,3.872983346207417
PAXIP1,RBBP7,pp,16,4.0
KDM5C,ZMYND8,pp,13,3.605551275463989
SMARCD2,SMARCE1,pp,20,4.47213595499958
CBX8,PHC2,pp,26,5.0990195135927845
EPC2,KAT7,pp,9,3.0
EED,SIRT2,pp,87,9.327379053088816
RNF2,SCMH1,pp,74,8.602325267042627
ATR,BRCA1,pp,9,3.0
PRKAA1,PRKAA2,pp,11,3.3166247903554
RBBP4,RNF2,pp,59,7.681145747868608
EZH2,ZMYND11,pp,105,10.246950765959598
ASH1L,MORF4L1,pp,1,1.0
ELP3,EPC1,pp,12,3.4641016151377544
CBX7,EED,pp,14,3.7416573867739413
HDAC2,SIRT1,pp,78,8.831760866327848
PBRM1,PHIP,pp,24,4.898979485566356
NCOR1,RBBP4,pp,34,5.830951894845301
KAT2B,SMARCA2,pp,17,4.123105625617661
AURKB,HDAC5,pp,12,3.4641016151377544
HDAC2,SIN3A,pp,78,8.831760866327848
PAXIP1,SUZ12,pp,16,4.0
CBX3,CHD3,pp,38,6.164414002968976
KDM1A,KDM2B,pp,49,7.0
EED,GTF3C4,pp,87,9.327379053088816
HDAC7,UBE2I,pp,11,3.3166247903554
HDAC5,PRMT1,pp,25,5.0
KAT2A,WDR5,pp,9,3.0
HDAC5,KDM5B,pp,25,5.0
DNMT1,HDAC2,pp,40,6.324555320336759
HCFC1,RBBP4,pp,32,5.656854249492381
HDAC2,KDM1A,pp,78,8.831760866327848
CBX7,PCGF6,pp,14,3.7416573867739413
DNMT3B,DNMT3L,pp,33,5.744562646538029
KDM1A,SIRT7,pp,49,7.0
CHD1,HDAC1,pp,8,2.8284271247461903
KMT2D,SUZ12,pp,15,3.872983346207417
BMI1,KDM2B,pp,57,7.54983443527075
EP300,PPARGC1A,pp,58,7.615773105863909
ASH2L,PRMT1,pp,27,5.196152422706632
L3MBTL2,RING1,pp,27,5.196152422706632
EP300,HDAC6,pp,58,7.615773105863909
ARID2,SMARCA4,pp,10,3.1622776601683795
EP300,MTA1,pp,58,7.615773105863909
PHC2,RING1,pp,23,4.795831523312719
ATAD2,SIRT7,pp,4,2.0
HDAC2,PRDM4,pp,78,8.831760866327848
ATR,HDAC1,pp,9,3.0
SETD1A,WDR5,pp,15,3.872983346207417
ACTL6A,KAT5,pp,33,5.744562646538029
KDM1A,PHC2,pp,49,7.0
ACTL6A,CXXC1,pp,33,5.744562646538029
PCGF5,RING1,pp,11,3.3166247903554
EHMT2,MTA1,pp,35,5.916079783099616
PCGF1,PHC2,pp,20,4.47213595499958
HDAC2,KMT2A,pp,78,8.831760866327848
CHD1L,HLTF,pp,10,3.1622776601683795
KDM1A,TRIM28,pp,49,7.0
MBD1,SETDB1,pp,9,3.0
SIN3A,TAF1,pp,47,6.855654600401044
EZH2,HDAC5,pp,105,10.246950765959598
L3MBTL2,RBBP4,pp,27,5.196152422706632
EZH2,SUZ12,pp,105,10.246950765959598
EED,SMYD3,pp,87,9.327379053088816
SMARCA2,SMARCB1,pp,42,6.48074069840786
EPC1,EZH2,pp,16,4.0
BMI1,PCGF6,pp,57,7.54983443527075
DNMT1,HDAC3,pp,40,6.324555320336759
KDM5C,NCOR1,pp,13,3.605551275463989
HDAC6,SIRT2,pp,13,3.605551275463989
KDM1A,MTF2,pp,49,7.0
SMARCC2,SMARCE1,pp,41,6.4031242374328485
KAT5,SIRT1,pp,30,5.477225575051661
KMT2A,RBBP7,pp,40,6.324555320336759
CBX2,L3MBTL1,pp,13,3.605551275463989
EZH2,SETD1A,pp,105,10.246950765959598
AFF4,EAF1,pp,3,1.7320508075688772
RBBP7,SMARCA5,pp,53,7.280109889280518
KDM1A,SMARCC1,pp,49,7.0
DNMT3B,HDAC2,pp,33,5.744562646538029
SATB1,SIRT1,pp,12,3.4641016151377544
HDAC1,SMYD1,pp,91,9.539392014169456
RNF2,SUZ12,pp,74,8.602325267042627
CBX8,EED,pp,26,5.0990195135927845
BMI1,MBD2,pp,57,7.54983443527075
CARM1,SMARCD1,pp,24,4.898979485566356
CBX5,EZH2,pp,39,6.244997998398398
HDAC4,SIN3A,pp,17,4.123105625617661
EZH2,SIN3A,pp,105,10.246950765959598
EHMT2,SUV39H2,pp,35,5.916079783099616
SIN3A,SIN3B,pp,47,6.855654600401044
ARID1A,EZH2,pp,26,5.0990195135927845
HDAC2,SIRT7,pp,78,8.831760866327848
BRD1,CHD5,pp,8,2.8284271247461903
CREBBP,NCOA1,pp,38,6.164414002968976
MTF2,RBBP7,pp,15,3.872983346207417
BRCA1,EED,pp,56,7.483314773547883
KAT8,RNF2,pp,14,3.7416573867739413
CBX5,CHD1L,pp,39,6.244997998398398
EHMT2,L3MBTL2,pp,35,5.916079783099616
BRD8,ING3,pp,7,2.6457513110645907
EP300,TDG,pp,58,7.615773105863909
PHF20,WDR5,pp,4,2.0
PCGF5,RNF2,pp,11,3.3166247903554
BRD4,KDM6B,pp,27,5.196152422706632
ERCC5,GTF2H1,pp,2,1.4142135623730951
L3MBTL2,PARP1,pp,27,5.196152422706632
RNF2,WDR5,pp,74,8.602325267042627
EZH2,SMARCD2,pp,105,10.246950765959598
BRD1,KAT7,pp,8,2.8284271247461903
CHD1L,SSRP1,pp,10,3.1622776601683795
SIN3A,SMARCB1,pp,47,6.855654600401044
HDAC5,SUV39H1,pp,25,5.0
CBX3,MECP2,pp,38,6.164414002968976
KAT5,MORF4L1,pp,30,5.477225575051661
ARID2,SMARCD1,pp,10,3.1622776601683795
ACTL6B,SMARCA2,pp,6,2.449489742783178
HCFC1,TRIM28,pp,32,5.656854249492381
MBD2,MTA3,pp,22,4.69041575982343
HDAC10,HDAC3,pp,5,2.23606797749979
AURKB,SUZ12,pp,12,3.4641016151377544
EED,MTA3,pp,87,9.327379053088816
ATM,BRCA1,pp,23,4.795831523312719
HDAC2,MEN1,pp,78,8.831760866327848
MBD3,RBBP4,pp,29,5.385164807134504
KDM5A,RBBP7,pp,11,3.3166247903554
CHD4,SSRP1,pp,60,7.745966692414834
SETDB1,TRIM28,pp,21,4.58257569495584
CHD4,MBD2,pp,60,7.745966692414834
CBX4,MBD1,pp,26,5.0990195135927845
BRD8,EP400,pp,7,2.6457513110645907
BRCA1,CBX3,pp,56,7.483314773547883
CHD5,RBBP4,pp,13,3.605551275463989
BRD7,SMARCD1,pp,16,4.0
H2AFZ,MORF4L1,pp,12,3.4641016151377544
HDAC3,SUV39H1,pp,31,5.5677643628300215
EP300,PRKAA1,pp,58,7.615773105863909
ASXL2,SUZ12,pp,4,2.0
CBX7,HDAC2,pp,14,3.7416573867739413
BRD9,SMARCC2,pp,9,3.0
CREBBP,NCOA3,pp,38,6.164414002968976
CXXC1,SETD1A,pp,16,4.0
ARID2,SMARCE1,pp,10,3.1622776601683795
EP400,H2AFZ,pp,23,4.795831523312719
ING5,SMARCE1,pp,10,3.1622776601683795
CHAF1A,RBBP4,pp,29,5.385164807134504
MTA1,RBBP7,pp,30,5.477225575051661
KMT2A,MBD3,pp,40,6.324555320336759
DNMT1,KAT5,pp,40,6.324555320336759
PADI1,PADI3,pp,1,1.0
EHMT1,SIRT6,pp,17,4.123105625617661
ARID1B,SMARCC2,pp,20,4.47213595499958
HDAC5,UBE2I,pp,25,5.0
BRD2,CARM1,pp,10,3.1622776601683795
DNMT1,MTA2,pp,40,6.324555320336759
PADI3,PADI4,pp,3,1.7320508075688772
CREBBP,HDAC1,pp,38,6.164414002968976
DNMT3B,MTA2,pp,33,5.744562646538029
EZH1,PHF1,pp,14,3.7416573867739413
BMI1,NSD1,pp,57,7.54983443527075
HDAC3,NCOR1,pp,31,5.5677643628300215
JARID2,MTF2,pp,13,3.605551275463989
ATAD2B,SIRT7,pp,1,1.0
GTF2F1,PARP1,pp,10,3.1622776601683795
BRD3,H2AFZ,pp,6,2.449489742783178
BRCA1,FBXO44,pp,56,7.483314773547883
DNMT1,SUZ12,pp,40,6.324555320336759
EHMT1,EZH2,pp,17,4.123105625617661
L3MBTL3,SFMBT1,pp,11,3.3166247903554
HDAC3,NCOR2,pp,31,5.5677643628300215
CBX5,DNMT3A,pp,39,6.244997998398398
CREBBP,KAT5,pp,38,6.164414002968976
RING1,WDR5,pp,24,4.898979485566356
ASH2L,KMT2A,pp,27,5.196152422706632
DNMT1,KDM1A,pp,40,6.324555320336759
BRPF1,ING5,pp,6,2.449489742783178
CHD4,RNF2,pp,60,7.745966692414834
NAP1L1,SIRT7,pp,9,3.0
BMI1,CBX6,pp,57,7.54983443527075
ING2,SMARCC2,pp,14,3.7416573867739413
HCFC1,KMT2A,pp,32,5.656854249492381
HDAC1,KDM5C,pp,91,9.539392014169456
DNMT3A,DNMT3L,pp,19,4.358898943540674
EZH2,HELLS,pp,105,10.246950765959598
CBX1,TRIM28,pp,28,5.291502622129181
MTF2,SUZ12,pp,15,3.872983346207417
CHD4,SMARCC1,pp,60,7.745966692414834
KDM6B,PHF20,pp,16,4.0
SMARCD1,SMARCE1,pp,30,5.477225575051661
ARID2,SMARCA2,pp,10,3.1622776601683795
ARID1A,SMARCB1,pp,26,5.0990195135927845
CBX5,HDAC9,pp,39,6.244997998398398
ASH2L,DNMT3L,pp,27,5.196152422706632
EP300,ING2,pp,58,7.615773105863909
EP400,RNF2,pp,23,4.795831523312719
KAT8,RBBP5,pp,14,3.7416573867739413
POLR2B,RNF2,pp,11,3.3166247903554
EZH2,MBD3,pp,105,10.246950765959598
BRD2,BRPF1,pp,10,3.1622776601683795
BPTF,BRCA1,pp,11,3.3166247903554
NCOA1,SMARCC1,pp,16,4.0
CXXC1,PRMT2,pp,16,4.0
CBX5,UBE2A,pp,39,6.244997998398398
KMT2A,SMARCC2,pp,40,6.324555320336759
CHD4,DNMT1,pp,60,7.745966692414834
SIRT1,SUZ12,pp,38,6.164414002968976
BPTF,EZH2,pp,11,3.3166247903554
MTA1,RBBP4,pp,30,5.477225575051661
L3MBTL3,PRKAA2,pp,11,3.3166247903554
GTF2B,MECP2,pp,8,2.8284271247461903
BAZ1B,SIRT7,pp,15,3.872983346207417
CARM1,KAT2B,pp,24,4.898979485566356
SIRT1,SIRT2,pp,38,6.164414002968976
BRD1,PBRM1,pp,8,2.8284271247461903
EZH2,UHRF1,pp,105,10.246950765959598
HDAC2,SUZ12,pp,78,8.831760866327848
EHMT1,EZH1,pp,17,4.123105625617661
PHC3,RNF2,pp,14,3.7416573867739413
IWS1,RNF40,pp,4,2.0
TRIM28,UBE2E1,pp,48,6.928203230275509
CBX5,RBBP7,pp,39,6.244997998398398
SMARCC2,SMARCD3,pp,41,6.4031242374328485
BRCA1,CBX1,pp,56,7.483314773547883
MBD3,MTA1,pp,29,5.385164807134504
EED,NAP1L1,pp,87,9.327379053088816
KDM2B,WDR5,pp,15,3.872983346207417
KDM5B,MBD3,pp,23,4.795831523312719
EZH2,SIRT1,pp,105,10.246950765959598
CBX3,EHMT1,pp,38,6.164414002968976
SMARCA4,ZMYND8,pp,60,7.745966692414834
MORF4L1,RNF2,pp,24,4.898979485566356
ASH2L,KMT2D,pp,27,5.196152422706632
HDAC1,MTA3,pp,91,9.539392014169456
CHD3,RBBP7,pp,51,7.14142842854285
BRCA1,EZH2,pp,56,7.483314773547883
DNMT1,PRMT5,pp,40,6.324555320336759
MORF4L1,SIN3B,pp,24,4.898979485566356
BRD8,MORF4L1,pp,7,2.6457513110645907
EED,KDM2B,pp,87,9.327379053088816
CHD3,CHD6,pp,51,7.14142842854285
BRD4,KDM2B,pp,27,5.196152422706632
BRCA1,MORF4L1,pp,56,7.483314773547883
HDAC2,SATB1,pp,78,8.831760866327848
HDAC2,ZMYND8,pp,78,8.831760866327848
BRCA1,CHAF1A,pp,56,7.483314773547883
CHD3,HDAC1,pp,51,7.14142842854285
JADE1,KAT7,pp,6,2.449489742783178
