Well,shRNA,GeoMean Alexa 700-A - CD44 of Amet+,GeoMean PerCP-Cy5-5-A - CD25 of Amet+,Amet+CD62L+ as % of Amet+,GeoMean PE-Cy7-A - CXCR3 of Amet+,Amet+CXCR3+ as % of Amet+,Amet+CD103+ as % of Amet+,GeoMean PE-A - CD127 of Amet+
F02,Hdac9.3,1307.317728,73.3903844,24.63768116,4475.357325,93.11594203,41.12318841,452.0024261
F03,Jmjd4.3,1537.506528,62.1872874,25.97254005,5075.541621,94.82265446,48.74141876,655.8602614
F04,Ing5.4,1274.328742,51.24309957,22.01372998,5230.45774,95.01144165,54.14187643,637.4944406
F05,Hira.3,1589.067486,92.86333209,28.45373891,4702.676553,90.43092522,49.11280101,593.865679
F06,Hells.3,1370.825084,59.08520745,28.23682498,5146.922307,93.81912817,48.99154196,624.5030484
F07,Jarid2.4,1641.11911,118.8193252,33.79557146,4641.746006,94.4978752,48.80339969,559.9967005
F08,Ing3.3,1206.371648,64.78247216,30.82191781,4683.759081,93.49315068,52.62557078,711.4016797
F09,Ing2.3,1582.948851,123.2529325,21.57610423,6327.949288,97.29901493,67.52462663,748.0164511
F10,Hells.4,1592.184009,135.5366551,24.24892704,5037.862563,92.8111588,48.2832618,696.927147
F11,Jhdm1d.4,1356.925142,94.86989816,20.56208775,5582.310969,94.46515629,47.06051047,620.1016094
G02,Ino80.4,1180.475883,57.47536715,26.2756444,3370.748937,90.16307207,52.31457128,639.8493
G03,Ing2.4,1579.302193,119.6805223,22.04617474,5694.923912,96.60479855,39.79176098,459.7367745
G04,Hdac8.4,1440.385193,66.81771614,29.29232607,5704.738607,96.35712153,47.4469991,502.1449553
G05,Jmjd4.4,1766.271413,143.5107343,23.07692308,5112.086869,94.10141428,52.88030355,536.5555252
G06,Jmjd1c.4,1387.108906,80.76870874,25.7581163,4423.983214,94.3631823,43.63182305,604.0227503
G07,Hira.4,1474.514401,99.367495,25.19866701,5358.22296,94.48859267,47.75698539,664.4256947
G08,Hdac9.4,1183.617973,82.28151502,35.29411765,2947.173151,82.35294118,29.41176471,407.7415724
G09,Ing4.4,1525.16693,186.0407173,31.47359455,5446.686587,94.54855196,49.14821124,440.8932917
G10,Hltf.4,1458.486034,128.0628452,31.83704263,4744.959663,94.41720106,45.79403998,508.7559929
G11,Ing3.4,1466.258719,183.9312448,34.42444081,5296.009876,93.5624659,49.64539007,707.36786
