gene_name,gene_name2,interation,source_appearance,source_appearance_sqrt
ASH2L,KMT2A,pp,27,5.196152422706632
BRPF1,ING5,pp,6,2.449489742783178
DNMT3A,DNMT3L,pp,19,4.358898943540674
CBX1,TRIM28,pp,28,5.291502622129181
ASH2L,DNMT3L,pp,27,5.196152422706632
EP400,RNF2,pp,23,4.795831523312719
KAT8,RBBP5,pp,14,3.7416573867739413
BRD2,BRPF1,pp,10,3.1622776601683795
BPTF,BRCA1,pp,11,3.3166247903554
BPTF,EZH2,pp,11,3.3166247903554
GTF2B,MECP2,pp,8,2.8284271247461903
BAZ1B,SIRT7,pp,15,3.872983346207417
CARM1,KAT2B,pp,24,4.898979485566356
BRD1,PBRM1,pp,8,2.8284271247461903
HDAC2,SUZ12,pp,78,8.831760866327848
EHMT1,EZH1,pp,17,4.123105625617661
CBX5,RBBP7,pp,39,6.244997998398398
BRCA1,CBX1,pp,56,7.483314773547883
MORF4L1,RNF2,pp,24,4.898979485566356
ASH2L,KMT2D,pp,27,5.196152422706632
CHD3,RBBP7,pp,51,7.14142842854285
BRCA1,EZH2,pp,56,7.483314773547883
MORF4L1,SIN3B,pp,24,4.898979485566356
BRD8,MORF4L1,pp,7,2.6457513110645907
BRCA1,MORF4L1,pp,56,7.483314773547883
HDAC2,SATB1,pp,78,8.831760866327848
HDAC2,ZMYND8,pp,78,8.831760866327848
BRCA1,CHAF1A,pp,56,7.483314773547883
CBX7,PHC2,pp,14,3.7416573867739413
EZH2,GTF3C4,pp,105,10.246950765959598
ASH2L,HCFC1,pp,27,5.196152422706632
CBX5,HDAC2,pp,39,6.244997998398398
RNF20,UBE2A,pp,9,3.0
RBBP7,SIRT6,pp,53,7.280109889280518
EED,FKBP1A,pp,87,9.327379053088816
EED,PCGF6,pp,87,9.327379053088816
HDAC2,MORF4L1,pp,78,8.831760866327848
PAF1,RNF20,pp,21,4.58257569495584
ASH2L,CXXC1,pp,27,5.196152422706632
CBX1,TRIM24,pp,28,5.291502622129181
HDAC2,PCGF6,pp,78,8.831760866327848
KDM2B,PCGF1,pp,15,3.872983346207417
CBX1,DNMT3B,pp,28,5.291502622129181
NCOA1,TRIM24,pp,16,4.0
BRPF1,GTF2H1,pp,6,2.449489742783178
CARM1,SMARCC2,pp,24,4.898979485566356
ASH2L,SETD1A,pp,27,5.196152422706632
DPY30,PCGF1,pp,16,4.0
EHMT2,EZH1,pp,35,5.916079783099616
CARM1,SMARCC1,pp,24,4.898979485566356
PCGF1,SUZ12,pp,20,4.47213595499958
HDAC2,PADI4,pp,78,8.831760866327848
BRCA1,SMARCB1,pp,56,7.483314773547883
CBX3,TRIM24,pp,38,6.164414002968976
EZH2,JARID2,pp,105,10.246950765959598
GTF2B,NCOA1,pp,8,2.8284271247461903
TRIM24,TRIM33,pp,9,3.0
NCOA3,NCOR1,pp,16,4.0
BAZ2A,KAT8,pp,8,2.8284271247461903
DMAP1,ING3,pp,18,4.242640687119285
EP400,SMARCA4,pp,23,4.795831523312719
HDAC7,KDM5B,pp,11,3.3166247903554
EP400,EPC1,pp,23,4.795831523312719
MECP2,NCOR1,pp,21,4.58257569495584
CBX7,PCGF1,pp,14,3.7416573867739413
CREBBP,GTF2B,pp,38,6.164414002968976
NCOR1,SMARCC1,pp,34,5.830951894845301
EHMT2,MTF2,pp,35,5.916079783099616
EHMT2,PRDM1,pp,35,5.916079783099616
CBX4,PCGF1,pp,26,5.0990195135927845
HDAC2,NCOR2,pp,78,8.831760866327848
CBX4,KDM5B,pp,26,5.0990195135927845
BAZ1A,SMARCA5,pp,13,3.605551275463989
ATM,HDAC4,pp,23,4.795831523312719
EZH2,RBBP7,pp,105,10.246950765959598
CBX1,MECP2,pp,28,5.291502622129181
HDAC2,SMARCE1,pp,78,8.831760866327848
BRPF1,KAT7,pp,6,2.449489742783178
ATRX,MECP2,pp,11,3.3166247903554
ELP3,ELP4,pp,12,3.4641016151377544
HDAC2,KDM5C,pp,78,8.831760866327848
HDAC2,RBBP4,pp,78,8.831760866327848
BRCA1,TRIM28,pp,56,7.483314773547883
BRCA1,NAP1L1,pp,56,7.483314773547883
CARM1,WDR5,pp,24,4.898979485566356
CARM1,EZH2,pp,24,4.898979485566356
BPTF,RBBP7,pp,11,3.3166247903554
EP300,RBBP5,pp,58,7.615773105863909
CBX5,EHMT2,pp,39,6.244997998398398
HDAC2,SIN3B,pp,78,8.831760866327848
BAZ2A,CBX8,pp,8,2.8284271247461903
EHMT2,MECOM,pp,35,5.916079783099616
CBX8,PCGF1,pp,26,5.0990195135927845
PBRM1,SMARCE1,pp,24,4.898979485566356
MTA1,TRIM33,pp,30,5.477225575051661
PARP1,PARP2,pp,36,6.0
CHD3,PSIP1,pp,51,7.14142842854285
BRCA1,SMARCC1,pp,56,7.483314773547883
GTF2B,GTF2F1,pp,8,2.8284271247461903
CBX3,EZH1,pp,38,6.164414002968976
BRD7,PBRM1,pp,16,4.0
PAXIP1,RBBP5,pp,16,4.0
PSIP1,RPA3,pp,7,2.6457513110645907
RNF20,RNF40,pp,9,3.0
KDM5B,NCOR1,pp,23,4.795831523312719
PAXIP1,RNF2,pp,16,4.0
HDAC2,PARP1,pp,78,8.831760866327848
ING2,RBBP7,pp,14,3.7416573867739413
BAZ2A,HDAC1,pp,8,2.8284271247461903
ASH2L,WDR82,pp,27,5.196152422706632
L3MBTL2,PCGF6,pp,27,5.196152422706632
EZH2,MORF4L1,pp,105,10.246950765959598
BRCA1,UBE2E1,pp,56,7.483314773547883
RBBP5,WDR82,pp,29,5.385164807134504
ASH2L,KMT2B,pp,27,5.196152422706632
EED,EHMT2,pp,87,9.327379053088816
DPY30,RBBP5,pp,16,4.0
EED,PBRM1,pp,87,9.327379053088816
CHD3,PBRM1,pp,51,7.14142842854285
ASH2L,RBBP5,pp,27,5.196152422706632
CBX1,SUV39H2,pp,28,5.291502622129181
RBBP5,WDR5,pp,29,5.385164807134504
BRD7,TRIM24,pp,16,4.0
CBX4,DNMT3A,pp,26,5.0990195135927845
BPTF,EED,pp,11,3.3166247903554
RBBP7,SMARCA2,pp,53,7.280109889280518
BRD9,INO80,pp,9,3.0
KMT2A,RBBP5,pp,40,6.324555320336759
EHMT2,TRIM28,pp,35,5.916079783099616
GADD45A,JMJD1C,pp,6,2.449489742783178
BAZ1B,ING3,pp,15,3.872983346207417
CHD4,PSIP1,pp,60,7.745966692414834
CBX1,CBX5,pp,28,5.291502622129181
HIRA,SMARCB1,pp,8,2.8284271247461903
EP400,MEN1,pp,23,4.795831523312719
BRCA1,KAT5,pp,56,7.483314773547883
MSL3,PAF1,pp,2,1.4142135623730951
BRCA1,SMARCA2,pp,56,7.483314773547883
PBRM1,SMARCB1,pp,24,4.898979485566356
CBX1,WDR5,pp,28,5.291502622129181
PARP1,TRIM33,pp,36,6.0
RBBP5,UBE2I,pp,29,5.385164807134504
ING4,KMT2A,pp,12,3.4641016151377544
ATRX,MEN1,pp,11,3.3166247903554
ATM,KAT5,pp,23,4.795831523312719
CBX1,CHAF1A,pp,28,5.291502622129181
INO80,SMARCA5,pp,6,2.449489742783178
BOP1,SIRT7,pp,4,2.0
EED,EP400,pp,87,9.327379053088816
DNMT3A,UHRF1,pp,19,4.358898943540674
RNF20,UBE2B,pp,9,3.0
GTF3C4,RNF2,pp,6,2.449489742783178
EED,NCOR1,pp,87,9.327379053088816
PBRM1,SMARCA4,pp,24,4.898979485566356
ACTB,BRDT,pp,18,4.242640687119285
DMAP1,EPC2,pp,18,4.242640687119285
CARM1,PARP1,pp,24,4.898979485566356
INO80,MBD3,pp,6,2.449489742783178
BRCA1,DPY30,pp,56,7.483314773547883
ASH2L,MEN1,pp,27,5.196152422706632
ASH2L,DPY30,pp,27,5.196152422706632
ARID1A,PBRM1,pp,26,5.0990195135927845
RNF40,UBE2B,pp,10,3.1622776601683795
ASH2L,RNF2,pp,27,5.196152422706632
SMARCA2,ZMYND11,pp,42,6.48074069840786
EPC2,KAT5,pp,9,3.0
PARP2,SIRT6,pp,7,2.6457513110645907
BRCA1,MTA2,pp,56,7.483314773547883
CBX1,PRDM6,pp,28,5.291502622129181
NCOR1,SMARCA2,pp,34,5.830951894845301
CARM1,SMARCE1,pp,24,4.898979485566356
HDAC2,L3MBTL2,pp,78,8.831760866327848
CBX7,RING1,pp,14,3.7416573867739413
NCOR1,SIN3A,pp,34,5.830951894845301
DMAP1,HDAC1,pp,18,4.242640687119285
DPY30,HDAC2,pp,16,4.0
CBX5,TRIM24,pp,39,6.244997998398398
ATRX,NSD1,pp,11,3.3166247903554
EED,HDAC2,pp,87,9.327379053088816
BAZ1B,SMARCC1,pp,15,3.872983346207417
BRCA1,HLTF,pp,56,7.483314773547883
EHMT2,NCOA3,pp,35,5.916079783099616
PRKAA2,RBBP7,pp,7,2.6457513110645907
BAZ1B,SMARCD2,pp,15,3.872983346207417
BRD4,ING3,pp,27,5.196152422706632
JARID2,PRDM14,pp,13,3.605551275463989
ATM,SMARCB1,pp,23,4.795831523312719
PCGF6,TRIM28,pp,18,4.242640687119285
EP400,MORF4L1,pp,23,4.795831523312719
BAZ1A,MTF2,pp,13,3.605551275463989
EZH2,ING4,pp,105,10.246950765959598
ATM,HDAC6,pp,23,4.795831523312719
ACTL6A,INO80,pp,33,5.744562646538029
BRCA1,PRMT1,pp,56,7.483314773547883
DMAP1,EZH2,pp,18,4.242640687119285
CHD7,RBBP5,pp,18,4.242640687119285
DNMT3A,EZH2,pp,19,4.358898943540674
JARID2,RBBP7,pp,13,3.605551275463989
CARM1,SMARCA4,pp,24,4.898979485566356
HDAC2,SMARCC2,pp,78,8.831760866327848
UBE2I,ZMYND11,pp,43,6.557438524302
CBX5,PCGF6,pp,39,6.244997998398398
CHD5,MTA3,pp,13,3.605551275463989
ATM,TAF1,pp,23,4.795831523312719
RBBP7,RNF2,pp,53,7.280109889280518
CARM1,SMARCB1,pp,24,4.898979485566356
CHD5,MTA1,pp,13,3.605551275463989
PAXIP1,WDR82,pp,16,4.0
ASH2L,WDR5,pp,27,5.196152422706632
BAZ1B,CHD3,pp,15,3.872983346207417
JARID2,RBBP4,pp,13,3.605551275463989
DNMT3A,HDAC1,pp,19,4.358898943540674
EZH2,PCGF1,pp,105,10.246950765959598
ELP3,PCGF6,pp,12,3.4641016151377544
MTA2,SATB1,pp,29,5.385164807134504
BRCA1,HCFC1,pp,56,7.483314773547883
CBX1,SP100,pp,28,5.291502622129181
HDAC2,PHC1,pp,78,8.831760866327848
CHD7,CHD8,pp,18,4.242640687119285
CARM1,EP300,pp,24,4.898979485566356
NCOR1,TRIM33,pp,34,5.830951894845301
EZH1,SUZ12,pp,14,3.7416573867739413
BRCA1,RBBP7,pp,56,7.483314773547883
BAZ1A,CHD3,pp,13,3.605551275463989
DNMT1,DNMT3A,pp,40,6.324555320336759
DNMT3A,UBE2I,pp,19,4.358898943540674
ATM,KAT8,pp,23,4.795831523312719
EP300,MORF4L1,pp,58,7.615773105863909
JARID2,SUZ12,pp,13,3.605551275463989
BRD4,DMAP1,pp,27,5.196152422706632
HDAC2,SFMBT1,pp,78,8.831760866327848
HLTF,RPA3,pp,4,2.0
ATM,PARP1,pp,23,4.795831523312719
BRCA1,EP300,pp,56,7.483314773547883
BAZ1B,HDAC11,pp,15,3.872983346207417
ATRX,BMI1,pp,11,3.3166247903554
EZH1,ZMYND11,pp,14,3.7416573867739413
HDAC6,PCMT1,pp,13,3.605551275463989
HDAC2,SMARCA2,pp,78,8.831760866327848
EHMT2,RBBP4,pp,35,5.916079783099616
CHAF1A,HDAC2,pp,29,5.385164807134504
ING3,KDM5A,pp,15,3.872983346207417
PARP2,UHRF1,pp,7,2.6457513110645907
ASH2L,SUZ12,pp,27,5.196152422706632
CHD8,RBBP5,pp,8,2.8284271247461903
NCOR1,SIRT1,pp,34,5.830951894845301
CHD5,MBD2,pp,13,3.605551275463989
CHD3,SATB1,pp,51,7.14142842854285
EHMT1,EHMT2,pp,17,4.123105625617661
MEN1,PSIP1,pp,19,4.358898943540674
KMT2B,RBBP5,pp,6,2.449489742783178
DNMT3A,SUV39H1,pp,19,4.358898943540674
EED,HDAC8,pp,87,9.327379053088816
EP300,HIRA,pp,58,7.615773105863909
EP400,EZH2,pp,23,4.795831523312719
EED,PCGF1,pp,87,9.327379053088816
DNMT3A,EHMT2,pp,19,4.358898943540674
SATB1,UBE2I,pp,12,3.4641016151377544
CHD8,SIRT7,pp,8,2.8284271247461903
PAXIP1,PRMT5,pp,16,4.0
HDAC1,MBD4,pp,91,9.539392014169456
HDAC2,MBD3,pp,78,8.831760866327848
KDM4B,RBBP5,pp,9,3.0
PCGF6,RNF2,pp,18,4.242640687119285
ATRX,EAF1,pp,11,3.3166247903554
BRCA1,BRD7,pp,56,7.483314773547883
BPTF,CBX6,pp,11,3.3166247903554
DNMT1,EHMT2,pp,40,6.324555320336759
CHD2,SIRT7,pp,5,2.23606797749979
BAZ1B,RNF2,pp,15,3.872983346207417
EPC2,ING3,pp,9,3.0
RBBP7,SMARCA1,pp,53,7.280109889280518
BOP1,CHD4,pp,4,2.0
EZH1,PRMT5,pp,14,3.7416573867739413
GADD45A,GADD45B,pp,6,2.449489742783178
DOT1L,ORC1,pp,5,2.23606797749979
HDAC2,SETDB1,pp,78,8.831760866327848
BRCA1,SMARCA4,pp,56,7.483314773547883
ASH2L,EP300,pp,27,5.196152422706632
NCOR1,UBE2I,pp,34,5.830951894845301
MBD4,SIN3A,pp,6,2.449489742783178
PRKAA1,RBBP7,pp,11,3.3166247903554
HDAC1,RBBP7,pp,91,9.539392014169456
CARM1,PRMT5,pp,24,4.898979485566356
CHAF1A,RBBP7,pp,29,5.385164807134504
ASH2L,PAXIP1,pp,27,5.196152422706632
CBX4,RNF2,pp,26,5.0990195135927845
BAZ1B,MBD3,pp,15,3.872983346207417
CBX4,PHC2,pp,26,5.0990195135927845
KDM1B,PAXIP1,pp,5,2.23606797749979
DNMT3A,SETDB1,pp,19,4.358898943540674
ACTL6A,HDAC2,pp,33,5.744562646538029
ING3,KAT7,pp,15,3.872983346207417
PBRM1,SMARCD1,pp,24,4.898979485566356
HLTF,UBE2A,pp,4,2.0
EZH2,TRIM33,pp,105,10.246950765959598
HIRA,MECP2,pp,8,2.8284271247461903
CBX1,DNMT3A,pp,28,5.291502622129181
RBBP4,RBBP7,pp,59,7.681145747868608
EZH1,PHF19,pp,14,3.7416573867739413
BRD2,BRD3,pp,10,3.1622776601683795
KDM5D,PCGF6,pp,2,1.4142135623730951
CBX1,CHD3,pp,28,5.291502622129181
PHF19,RBBP7,pp,11,3.3166247903554
PCGF1,SMARCC2,pp,20,4.47213595499958
HCFC1,HDAC2,pp,32,5.656854249492381
HDAC1,MORF4L1,pp,91,9.539392014169456
CLOCK,EP300,pp,8,2.8284271247461903
BAZ1A,RBBP4,pp,13,3.605551275463989
CHD5,HDAC2,pp,13,3.605551275463989
HDAC1,HDAC2,pp,91,9.539392014169456
ING4,KAT7,pp,12,3.4641016151377544
SATB1,SMARCA5,pp,12,3.4641016151377544
EP400,PBRM1,pp,23,4.795831523312719
PBRM1,SIRT7,pp,24,4.898979485566356
HDAC2,KDM6A,pp,78,8.831760866327848
ACTL6A,ING3,pp,33,5.744562646538029
CBX1,L3MBTL2,pp,28,5.291502622129181
BRCA1,RBBP4,pp,56,7.483314773547883
EZH1,EZH2,pp,14,3.7416573867739413
ACTB,DMAP1,pp,18,4.242640687119285
HDAC2,KDM5B,pp,78,8.831760866327848
CARM1,CREBBP,pp,24,4.898979485566356
EHMT2,EZH2,pp,35,5.916079783099616
BRCA1,CREBBP,pp,56,7.483314773547883
RBBP7,SIN3B,pp,53,7.280109889280518
BRCA1,DNMT1,pp,56,7.483314773547883
CBX4,SUV39H1,pp,26,5.0990195135927845
RBBP7,SIRT7,pp,53,7.280109889280518
ATM,HDAC1,pp,23,4.795831523312719
BRCA1,SETD1A,pp,56,7.483314773547883
CLOCK,KAT5,pp,8,2.8284271247461903
EP400,HDAC6,pp,23,4.795831523312719
DNMT3A,DNMT3B,pp,19,4.358898943540674
CHD2,EED,pp,5,2.23606797749979
GTF3C4,SUZ12,pp,6,2.449489742783178
RBBP5,SMARCE1,pp,29,5.385164807134504
HIRA,SMARCC2,pp,8,2.8284271247461903
EED,EZH1,pp,87,9.327379053088816
EP400,HDAC1,pp,23,4.795831523312719
HDAC5,HDAC7,pp,25,5.0
CBX4,HELLS,pp,26,5.0990195135927845
RBBP5,SMARCD2,pp,29,5.385164807134504
HIRA,SMARCC1,pp,8,2.8284271247461903
EP300,HDAC7,pp,58,7.615773105863909
CBX8,PCGF6,pp,26,5.0990195135927845
BRD1,CHD3,pp,8,2.8284271247461903
MBD4,SUV39H1,pp,6,2.449489742783178
CBX4,PCGF6,pp,26,5.0990195135927845
KMT2C,PAXIP1,pp,12,3.4641016151377544
BMI1,PCGF1,pp,57,7.54983443527075
BAZ1B,CHD4,pp,15,3.872983346207417
HDAC2,HDAC7,pp,78,8.831760866327848
CBX4,PARP1,pp,26,5.0990195135927845
BRCA1,BRD4,pp,56,7.483314773547883
CBX4,SCMH1,pp,26,5.0990195135927845
MEN1,RBBP5,pp,19,4.358898943540674
ARID1A,HDAC2,pp,26,5.0990195135927845
ATM,KDM6A,pp,23,4.795831523312719
CREBBP,HDAC2,pp,38,6.164414002968976
ATM,BMI1,pp,23,4.795831523312719
EHMT2,SUV39H1,pp,35,5.916079783099616
CBX3,PCGF6,pp,38,6.164414002968976
HDAC7,KAT5,pp,11,3.3166247903554
BMI1,DMAP1,pp,57,7.54983443527075
RBBP7,TET1,pp,53,7.280109889280518
ATRX,TRIM28,pp,11,3.3166247903554
KDM5A,MORF4L1,pp,11,3.3166247903554
EHMT1,JARID2,pp,17,4.123105625617661
CLOCK,KMT2A,pp,8,2.8284271247461903
BRD1,ING4,pp,8,2.8284271247461903
NCOR1,SMARCD1,pp,34,5.830951894845301
DMAP1,EP400,pp,18,4.242640687119285
EP400,EPC2,pp,23,4.795831523312719
BRD1,DNMT1,pp,8,2.8284271247461903
PRMT2,SETD5,pp,5,2.23606797749979
PCGF6,RING1,pp,18,4.242640687119285
CBX4,PCGF5,pp,26,5.0990195135927845
BAZ1A,BMI1,pp,13,3.605551275463989
TRIM28,TRIM33,pp,48,6.928203230275509
CHD8,WDR5,pp,8,2.8284271247461903
HDAC5,NCOR1,pp,25,5.0
ING4,SUZ12,pp,12,3.4641016151377544
HDAC7,NCOR2,pp,11,3.3166247903554
AURKB,CBX7,pp,12,3.4641016151377544
BAZ2A,DNMT3B,pp,8,2.8284271247461903
KDM6B,RBBP5,pp,16,4.0
ASH2L,EZH2,pp,27,5.196152422706632
BAZ2A,EED,pp,8,2.8284271247461903
CBX4,KMT2A,pp,26,5.0990195135927845
HDAC4,HDAC7,pp,17,4.123105625617661
