gene_name,gene_name2,interation,source_appearance,source_appearance_sqrt
AURKB,PARP1,pp,12,3.4641016151377544
BMI1,HDAC2,pp,57,7.54983443527075
PAF1,SSRP1,pp,21,4.58257569495584
RBBP5,SMARCC1,pp,29,5.385164807134504
EED,SMARCA4,pp,87,9.327379053088816
EP400,HCFC1,pp,23,4.795831523312719
BRWD1,SMARCA4,pp,1,1.0
KDM4A,SMARCA4,pp,9,3.0
RPA3,SMARCC2,pp,14,3.7416573867739413
AURKB,UBE2I,pp,12,3.4641016151377544
CBX4,PCGF2,pp,26,5.0990195135927845
HDAC1,ING2,pp,91,9.539392014169456
TRIM28,UBE2I,pp,48,6.928203230275509
EPC2,EZH2,pp,9,3.0
DOT1L,SIRT1,pp,5,2.23606797749979
SMARCD1,SUZ12,pp,30,5.477225575051661
CHD5,MTA2,pp,13,3.605551275463989
CECR2,SUZ12,pp,3,1.7320508075688772
ASH2L,KMT2C,pp,27,5.196152422706632
ACTB,SMARCA4,pp,18,4.242640687119285
KDM5C,RING1,pp,13,3.605551275463989
HDAC5,RBBP7,pp,25,5.0
CBX1,HDAC2,pp,28,5.291502622129181
HDAC1,TRIM28,pp,91,9.539392014169456
CLOCK,SIRT1,pp,8,2.8284271247461903
HDAC4,MECOM,pp,17,4.123105625617661
ATM,MTA3,pp,23,4.795831523312719
KAT2A,SIRT1,pp,9,3.0
HDAC2,SMARCB1,pp,78,8.831760866327848
HDAC2,SUV39H1,pp,78,8.831760866327848
DMAP1,KAT5,pp,18,4.242640687119285
SMARCA4,TRIM28,pp,60,7.745966692414834
KDM1A,SMARCD1,pp,49,7.0
CBX8,PCGF2,pp,26,5.0990195135927845
HDAC2,MBD2,pp,78,8.831760866327848
EZH2,NCOR1,pp,105,10.246950765959598
EED,SMARCD1,pp,87,9.327379053088816
SP100,UBE2I,pp,7,2.6457513110645907
DNMT3B,HDAC1,pp,33,5.744562646538029
KDM4A,PBRM1,pp,9,3.0
HDAC6,SMARCC1,pp,13,3.605551275463989
DMAP1,EPC1,pp,18,4.242640687119285
HDAC2,PRDM1,pp,78,8.831760866327848
NCOA1,NCOR1,pp,16,4.0
MTA3,SUZ12,pp,22,4.69041575982343
HDAC1,HDAC5,pp,91,9.539392014169456
HDAC1,SUV39H1,pp,91,9.539392014169456
BRD8,DMAP1,pp,7,2.6457513110645907
PPARGC1A,UBE2I,pp,9,3.0
EAF1,GTF2F1,pp,4,2.0
CHD3,SMARCA1,pp,51,7.14142842854285
BRPF1,KAT6A,pp,6,2.449489742783178
ATAD2,HDAC11,pp,4,2.0
HDAC2,RNF2,pp,78,8.831760866327848
ACTL6A,EP400,pp,33,5.744562646538029
SIRT1,SIRT7,pp,38,6.164414002968976
BAZ2A,SMARCA5,pp,8,2.8284271247461903
CHD3,SMARCC1,pp,51,7.14142842854285
PHC2,RNF2,pp,23,4.795831523312719
EZH2,PBRM1,pp,105,10.246950765959598
BRCA1,HDAC1,pp,56,7.483314773547883
CBX7,PCGF2,pp,14,3.7416573867739413
CHAF1A,SMARCA4,pp,29,5.385164807134504
HDAC9,NCOR1,pp,11,3.3166247903554
ELP3,SMARCB1,pp,12,3.4641016151377544
EED,EPC2,pp,87,9.327379053088816
SMARCA4,SUZ12,pp,60,7.745966692414834
HDAC1,MTA1,pp,91,9.539392014169456
HDAC1,SMARCB1,pp,91,9.539392014169456
GTF2F1,GTF2H1,pp,10,3.1622776601683795
EPC2,RNF2,pp,9,3.0
NCOA3,SIRT1,pp,16,4.0
KAT2B,MECOM,pp,17,4.123105625617661
AURKB,FKBP5,pp,12,3.4641016151377544
ASH2L,PHF8,pp,27,5.196152422706632
HIRA,UBE2I,pp,8,2.8284271247461903
SMARCA4,SMARCC1,pp,60,7.745966692414834
PCGF2,PHC3,pp,15,3.872983346207417
KDM5C,ZMYND8,pp,13,3.605551275463989
SMARCD2,SMARCE1,pp,20,4.47213595499958
CBX8,PHC2,pp,26,5.0990195135927845
EPC2,KAT7,pp,9,3.0
ELP3,EPC1,pp,12,3.4641016151377544
HDAC2,SIRT1,pp,78,8.831760866327848
PBRM1,PHIP,pp,24,4.898979485566356
NCOR1,RBBP4,pp,34,5.830951894845301
AURKB,HDAC5,pp,12,3.4641016151377544
HDAC2,SIN3A,pp,78,8.831760866327848
HDAC7,UBE2I,pp,11,3.3166247903554
HDAC5,PRMT1,pp,25,5.0
HDAC5,KDM5B,pp,25,5.0
DNMT1,HDAC2,pp,40,6.324555320336759
HDAC2,KDM1A,pp,78,8.831760866327848
KDM1A,SIRT7,pp,49,7.0
CHD1,HDAC1,pp,8,2.8284271247461903
ASH2L,PRMT1,pp,27,5.196152422706632
L3MBTL2,RING1,pp,27,5.196152422706632
ARID2,SMARCA4,pp,10,3.1622776601683795
PHC2,RING1,pp,23,4.795831523312719
ATAD2,SIRT7,pp,4,2.0
HDAC2,PRDM4,pp,78,8.831760866327848
ATR,HDAC1,pp,9,3.0
KDM1A,PHC2,pp,49,7.0
PCGF5,RING1,pp,11,3.3166247903554
PCGF1,PHC2,pp,20,4.47213595499958
HDAC2,KMT2A,pp,78,8.831760866327848
CHD1L,HLTF,pp,10,3.1622776601683795
SIN3A,TAF1,pp,47,6.855654600401044
EZH2,HDAC5,pp,105,10.246950765959598
KDM5C,NCOR1,pp,13,3.605551275463989
SMARCC2,SMARCE1,pp,41,6.4031242374328485
KAT5,SIRT1,pp,30,5.477225575051661
CBX2,L3MBTL1,pp,13,3.605551275463989
AFF4,EAF1,pp,3,1.7320508075688772
KDM1A,SMARCC1,pp,49,7.0
DNMT3B,HDAC2,pp,33,5.744562646538029
SATB1,SIRT1,pp,12,3.4641016151377544
HDAC1,SMYD1,pp,91,9.539392014169456
BMI1,MBD2,pp,57,7.54983443527075
CARM1,SMARCD1,pp,24,4.898979485566356
HDAC2,SIRT7,pp,78,8.831760866327848
BRD1,CHD5,pp,8,2.8284271247461903
BRD8,ING3,pp,7,2.6457513110645907
ERCC5,GTF2H1,pp,2,1.4142135623730951
EZH2,SMARCD2,pp,105,10.246950765959598
CHD1L,SSRP1,pp,10,3.1622776601683795
HDAC5,SUV39H1,pp,25,5.0
ARID2,SMARCD1,pp,10,3.1622776601683795
MBD2,MTA3,pp,22,4.69041575982343
HDAC10,HDAC3,pp,5,2.23606797749979
AURKB,SUZ12,pp,12,3.4641016151377544
EED,MTA3,pp,87,9.327379053088816
HDAC2,MEN1,pp,78,8.831760866327848
CHD4,SSRP1,pp,60,7.745966692414834
CHD4,MBD2,pp,60,7.745966692414834
BRD8,EP400,pp,7,2.6457513110645907
CHD5,RBBP4,pp,13,3.605551275463989
BRD7,SMARCD1,pp,16,4.0
CBX7,HDAC2,pp,14,3.7416573867739413
BRD9,SMARCC2,pp,9,3.0
ARID2,SMARCE1,pp,10,3.1622776601683795
EP400,H2AFZ,pp,23,4.795831523312719
ING5,SMARCE1,pp,10,3.1622776601683795
PADI1,PADI3,pp,1,1.0
HDAC5,UBE2I,pp,25,5.0
CREBBP,HDAC1,pp,38,6.164414002968976
HDAC3,NCOR1,pp,31,5.5677643628300215
ATAD2B,SIRT7,pp,1,1.0
GTF2F1,PARP1,pp,10,3.1622776601683795
BRD3,H2AFZ,pp,6,2.449489742783178
BRCA1,FBXO44,pp,56,7.483314773547883
HDAC3,NCOR2,pp,31,5.5677643628300215
RING1,WDR5,pp,24,4.898979485566356
ASH2L,KMT2A,pp,27,5.196152422706632
BRPF1,ING5,pp,6,2.449489742783178
NAP1L1,SIRT7,pp,9,3.0
HDAC1,KDM5C,pp,91,9.539392014169456
CHD4,SMARCC1,pp,60,7.745966692414834
SMARCD1,SMARCE1,pp,30,5.477225575051661
ASH2L,DNMT3L,pp,27,5.196152422706632
EP400,RNF2,pp,23,4.795831523312719
BRD2,BRPF1,pp,10,3.1622776601683795
NCOA1,SMARCC1,pp,16,4.0
CBX5,UBE2A,pp,39,6.244997998398398
SIRT1,SUZ12,pp,38,6.164414002968976
BAZ1B,SIRT7,pp,15,3.872983346207417
SIRT1,SIRT2,pp,38,6.164414002968976
BRD1,PBRM1,pp,8,2.8284271247461903
HDAC2,SUZ12,pp,78,8.831760866327848
KDM5B,MBD3,pp,23,4.795831523312719
EZH2,SIRT1,pp,105,10.246950765959598
SMARCA4,ZMYND8,pp,60,7.745966692414834
ASH2L,KMT2D,pp,27,5.196152422706632
HDAC1,MTA3,pp,91,9.539392014169456
CHD3,CHD6,pp,51,7.14142842854285
HDAC2,SATB1,pp,78,8.831760866327848
HDAC2,ZMYND8,pp,78,8.831760866327848
CHD3,HDAC1,pp,51,7.14142842854285
MTA2,SIRT7,pp,29,5.385164807134504
CHAF1A,SMARCC1,pp,29,5.385164807134504
CBX7,PHC2,pp,14,3.7416573867739413
ACTL6A,SMARCE1,pp,33,5.744562646538029
ASH2L,HCFC1,pp,27,5.196152422706632
CBX5,HDAC2,pp,39,6.244997998398398
RNF20,UBE2A,pp,9,3.0
EED,FKBP1A,pp,87,9.327379053088816
HCFC1,HDAC5,pp,32,5.656854249492381
HDAC2,MORF4L1,pp,78,8.831760866327848
ASH2L,CXXC1,pp,27,5.196152422706632
HDAC3,HDAC5,pp,31,5.5677643628300215
HDAC2,PCGF6,pp,78,8.831760866327848
KDM1A,UBE2I,pp,49,7.0
ING2,SMARCC1,pp,14,3.7416573867739413
CHD7,EZH2,pp,18,4.242640687119285
BRPF1,GTF2H1,pp,6,2.449489742783178
AFF4,KMT2A,pp,3,1.7320508075688772
ASH2L,SETD1A,pp,27,5.196152422706632
MTA3,PARP1,pp,22,4.69041575982343
RPA3,UBE2A,pp,14,3.7416573867739413
HDAC5,NCOR2,pp,25,5.0
BMI1,SMARCD2,pp,57,7.54983443527075
CARM1,SMARCC1,pp,24,4.898979485566356
HAT1,RBBP4,pp,3,1.7320508075688772
HDAC2,PADI4,pp,78,8.831760866327848
EED,SSRP1,pp,87,9.327379053088816
PCGF2,RNF2,pp,15,3.872983346207417
ARID1A,SMARCE1,pp,26,5.0990195135927845
MEN1,TAF1,pp,19,4.358898943540674
NCOA3,NCOR1,pp,16,4.0
BAZ2A,KAT8,pp,8,2.8284271247461903
HCFC1,SIRT7,pp,32,5.656854249492381
BMI1,UBE2I,pp,57,7.54983443527075
DMAP1,ING3,pp,18,4.242640687119285
EP400,SMARCA4,pp,23,4.795831523312719
HDAC7,KDM5B,pp,11,3.3166247903554
SMARCD3,SMARCE1,pp,12,3.4641016151377544
EP400,EPC1,pp,23,4.795831523312719
KDM5B,SIN3A,pp,23,4.795831523312719
BRD9,SMARCA4,pp,9,3.0
AFF1,AFF4,pp,8,2.8284271247461903
PRMT6,SMARCD1,pp,7,2.6457513110645907
MECP2,NCOR1,pp,21,4.58257569495584
NCOR1,SMARCC1,pp,34,5.830951894845301
HDAC2,NCOR2,pp,78,8.831760866327848
CBX4,KDM5B,pp,26,5.0990195135927845
L3MBTL2,MTA3,pp,27,5.196152422706632
HCFC1,RPA3,pp,32,5.656854249492381
MBD2,PRMT5,pp,22,4.69041575982343
HDAC2,SMARCE1,pp,78,8.831760866327848
ACTL6B,SMARCD1,pp,6,2.449489742783178
BRPF1,KAT7,pp,6,2.449489742783178
KDM1A,RPA3,pp,49,7.0
ELP3,ELP4,pp,12,3.4641016151377544
MTA3,PHF20L1,pp,22,4.69041575982343
HDAC2,KDM5C,pp,78,8.831760866327848
RNF2,SMARCD2,pp,74,8.602325267042627
KAT2B,SIRT1,pp,17,4.123105625617661
PHC2,SCML2,pp,23,4.795831523312719
HDAC2,RBBP4,pp,78,8.831760866327848
HDAC5,PRKCD,pp,25,5.0
HDAC1,WDR5,pp,91,9.539392014169456
SMARCA2,SMARCA4,pp,42,6.48074069840786
CBX8,RING1,pp,26,5.0990195135927845
ACTL6B,SMARCA4,pp,6,2.449489742783178
CHD1,SIRT7,pp,8,2.8284271247461903
HDAC2,SIN3B,pp,78,8.831760866327848
NCOR2,SIN3A,pp,16,4.0
BAZ2A,CBX8,pp,8,2.8284271247461903
EHMT2,MECOM,pp,35,5.916079783099616
PBRM1,SMARCE1,pp,24,4.898979485566356
SMARCC1,SMARCD1,pp,45,6.708203932499369
KDM6B,SMARCA4,pp,16,4.0
CREBBP,UBE2I,pp,38,6.164414002968976
BRCA1,SMARCC1,pp,56,7.483314773547883
GTF2B,GTF2F1,pp,8,2.8284271247461903
GADD45A,TDG,pp,6,2.449489742783178
ACTB,RPA3,pp,18,4.242640687119285
ACTL6A,BRD9,pp,33,5.744562646538029
BRD7,PBRM1,pp,16,4.0
RNF40,UBE2I,pp,10,3.1622776601683795
EZH2,SMARCA4,pp,105,10.246950765959598
HDAC1,SETDB1,pp,91,9.539392014169456
PSIP1,RPA3,pp,7,2.6457513110645907
KDM5B,NCOR1,pp,23,4.795831523312719
HDAC2,PARP1,pp,78,8.831760866327848
PRMT5,SMARCC1,pp,37,6.082762530298219
BAZ2A,HDAC1,pp,8,2.8284271247461903
ASH2L,WDR82,pp,27,5.196152422706632
HDAC5,WDR5,pp,25,5.0
GTF2H1,TCEA1,pp,4,2.0
ASH2L,KMT2B,pp,27,5.196152422706632
HDAC1,SMARCC2,pp,91,9.539392014169456
CBX6,NCOR2,pp,16,4.0
PHF10,SMARCC1,pp,11,3.3166247903554
SIN3A,SMARCE1,pp,47,6.855654600401044
CHD3,MBD2,pp,51,7.14142842854285
SMARCA1,SMARCC2,pp,14,3.7416573867739413
EED,PBRM1,pp,87,9.327379053088816
CHD3,PBRM1,pp,51,7.14142842854285
ASH2L,RBBP5,pp,27,5.196152422706632
NCOR2,SMARCA4,pp,16,4.0
BRD9,INO80,pp,9,3.0
KDM5B,MBD2,pp,23,4.795831523312719
SIRT1,USP22,pp,38,6.164414002968976
RING1,RNF2,pp,24,4.898979485566356
GADD45A,JMJD1C,pp,6,2.449489742783178
BAZ1B,ING3,pp,15,3.872983346207417
ACTL6A,SMARCA4,pp,33,5.744562646538029
PCGF2,PHC2,pp,15,3.872983346207417
EP400,MEN1,pp,23,4.795831523312719
ARID1A,SMARCA4,pp,26,5.0990195135927845
AURKB,CBX3,pp,12,3.4641016151377544
MTA1,MTA3,pp,30,5.477225575051661
PBRM1,SMARCB1,pp,24,4.898979485566356
HDAC5,RBBP4,pp,25,5.0
HDAC4,HDAC5,pp,17,4.123105625617661
HDAC1,HDAC9,pp,91,9.539392014169456
KDM5B,MTA3,pp,23,4.795831523312719
RBBP5,UBE2I,pp,29,5.385164807134504
SUZ12,UBE2I,pp,67,8.18535277187245
EP300,UBE2I,pp,58,7.615773105863909
BOP1,SIRT7,pp,4,2.0
EED,EP400,pp,87,9.327379053088816
PCGF5,PHC2,pp,11,3.3166247903554
EED,NCOR1,pp,87,9.327379053088816
PBRM1,SMARCA4,pp,24,4.898979485566356
DMAP1,EPC2,pp,18,4.242640687119285
SMARCA2,SMARCD2,pp,42,6.48074069840786
MTA2,ZMYND8,pp,29,5.385164807134504
ASH2L,MEN1,pp,27,5.196152422706632
RPA3,TRIM28,pp,14,3.7416573867739413
BRD7,SMARCE1,pp,16,4.0
ASH2L,DPY30,pp,27,5.196152422706632
PRMT5,SMARCE1,pp,37,6.082762530298219
EP300,HDAC1,pp,58,7.615773105863909
ARID1A,PBRM1,pp,26,5.0990195135927845
ASH2L,RNF2,pp,27,5.196152422706632
PARP1,SIRT1,pp,36,6.0
EPC2,KAT5,pp,9,3.0
EED,SIRT1,pp,87,9.327379053088816
SIN3A,SMARCC1,pp,47,6.855654600401044
KMT2C,RING1,pp,12,3.4641016151377544
NCOR1,SMARCA2,pp,34,5.830951894845301
CARM1,SMARCE1,pp,24,4.898979485566356
EZH2,SMARCA1,pp,105,10.246950765959598
HDAC1,MEN1,pp,91,9.539392014169456
MTA1,UBE2I,pp,30,5.477225575051661
HDAC2,L3MBTL2,pp,78,8.831760866327848
AURKB,SMARCC1,pp,12,3.4641016151377544
CBX7,RING1,pp,14,3.7416573867739413
ARID1A,CHD7,pp,26,5.0990195135927845
CHD3,UBE2I,pp,51,7.14142842854285
NCOR1,SIN3A,pp,34,5.830951894845301
DMAP1,HDAC1,pp,18,4.242640687119285
HDAC1,TET1,pp,91,9.539392014169456
DPY30,HDAC2,pp,16,4.0
EED,HDAC2,pp,87,9.327379053088816
SMARCC1,SMARCC2,pp,45,6.708203932499369
CHD6,EZH2,pp,2,1.4142135623730951
BAZ1B,SMARCC1,pp,15,3.872983346207417
BRCA1,HLTF,pp,56,7.483314773547883
MBD2,RBBP4,pp,22,4.69041575982343
BAZ1B,SMARCD2,pp,15,3.872983346207417
BRD4,ING3,pp,27,5.196152422706632
PADI3,SMARCD1,pp,3,1.7320508075688772
JARID2,PRDM14,pp,13,3.605551275463989
EP400,MORF4L1,pp,23,4.795831523312719
PRKAA2,UBE2I,pp,7,2.6457513110645907
PHC2,SFMBT1,pp,23,4.795831523312719
BRD4,SMARCA4,pp,27,5.196152422706632
KDM1A,MTA3,pp,49,7.0
TAF1,TAF3,pp,10,3.1622776601683795
HDAC1,PHF20L1,pp,91,9.539392014169456
CHD1,SSRP1,pp,8,2.8284271247461903
DMAP1,EZH2,pp,18,4.242640687119285
CHD7,RBBP5,pp,18,4.242640687119285
KMT2A,SMARCC1,pp,40,6.324555320336759
CHD3,SMARCA4,pp,51,7.14142842854285
CARM1,SMARCA4,pp,24,4.898979485566356
HDAC2,SMARCC2,pp,78,8.831760866327848
UBE2I,ZMYND11,pp,43,6.557438524302
CHAF1A,HDAC1,pp,29,5.385164807134504
MBD3,MECOM,pp,29,5.385164807134504
HDAC1,SFMBT1,pp,91,9.539392014169456
KDM1A,MBD2,pp,49,7.0
GTF2F1,POLR2B,pp,10,3.1622776601683795
CHD5,MTA3,pp,13,3.605551275463989
ATM,TAF1,pp,23,4.795831523312719
FBXL19,RNF40,pp,3,1.7320508075688772
CHD5,MTA1,pp,13,3.605551275463989
HDAC1,KMT2A,pp,91,9.539392014169456
ASH2L,WDR5,pp,27,5.196152422706632
DNMT3A,HDAC1,pp,19,4.358898943540674
HDAC1,KDM5A,pp,91,9.539392014169456
PRDM14,SUZ12,pp,5,2.23606797749979
ELP3,PCGF6,pp,12,3.4641016151377544
HDAC2,PHC1,pp,78,8.831760866327848
CHD7,CHD8,pp,18,4.242640687119285
HDAC1,PARP1,pp,91,9.539392014169456
KAT5,UBE2I,pp,30,5.477225575051661
EZH2,KDM5B,pp,105,10.246950765959598
NCOR2,SIRT1,pp,16,4.0
EHMT1,HDAC1,pp,17,4.123105625617661
NCOR1,TRIM33,pp,34,5.830951894845301
DNMT1,MBD2,pp,40,6.324555320336759
ARID1B,SMARCE1,pp,20,4.47213595499958
SIRT3,SIRT4,pp,2,1.4142135623730951
DNMT3A,UBE2I,pp,19,4.358898943540674
ACTL6A,SMARCC1,pp,33,5.744562646538029
BRD4,DMAP1,pp,27,5.196152422706632
HDAC2,SFMBT1,pp,78,8.831760866327848
HLTF,RPA3,pp,4,2.0
CBX3,SIRT7,pp,38,6.164414002968976
HDAC1,RNF2,pp,91,9.539392014169456
HDAC2,SMARCA2,pp,78,8.831760866327848
CHAF1A,HDAC2,pp,29,5.385164807134504
ING3,KDM5A,pp,15,3.872983346207417
ASH2L,SUZ12,pp,27,5.196152422706632
NCOR1,SIRT1,pp,34,5.830951894845301
EED,PHC2,pp,87,9.327379053088816
CHD5,MBD2,pp,13,3.605551275463989
EED,RING1,pp,87,9.327379053088816
CHD3,SIRT1,pp,51,7.14142842854285
SMARCA4,SMARCD1,pp,60,7.745966692414834
ACTL6A,ELP3,pp,33,5.744562646538029
EED,HDAC8,pp,87,9.327379053088816
EP400,EZH2,pp,23,4.795831523312719
HDAC1,PRDM6,pp,91,9.539392014169456
SIRT7,SMARCC1,pp,32,5.656854249492381
SATB1,UBE2I,pp,12,3.4641016151377544
CHD8,SIRT7,pp,8,2.8284271247461903
JMJD6,UBE2I,pp,5,2.23606797749979
HDAC1,MBD4,pp,91,9.539392014169456
HDAC2,MBD3,pp,78,8.831760866327848
CHD3,SMARCE1,pp,51,7.14142842854285
KDM4B,RBBP5,pp,9,3.0
L3MBTL2,SMARCA4,pp,27,5.196152422706632
KDM4A,KDM4B,pp,9,3.0
ATRX,EAF1,pp,11,3.3166247903554
CBX2,PHC2,pp,13,3.605551275463989
ARID1B,SMARCA4,pp,20,4.47213595499958
CHD2,SIRT7,pp,5,2.23606797749979
SETD7,SMARCA4,pp,5,2.23606797749979
CHD4,RPA3,pp,60,7.745966692414834
SMARCD1,SMARCD3,pp,30,5.477225575051661
EPC2,ING3,pp,9,3.0
RBBP7,SMARCA1,pp,53,7.280109889280518
CBX5,L3MBTL1,pp,39,6.244997998398398
PHC3,RING1,pp,14,3.7416573867739413
BOP1,CHD4,pp,4,2.0
GADD45A,GADD45B,pp,6,2.449489742783178
HDAC2,SETDB1,pp,78,8.831760866327848
BRCA1,SMARCA4,pp,56,7.483314773547883
MECOM,PRMT1,pp,12,3.4641016151377544
SIN3A,SMARCA4,pp,47,6.855654600401044
ASH2L,EP300,pp,27,5.196152422706632
NCOR1,UBE2I,pp,34,5.830951894845301
HDAC4,KDM5B,pp,17,4.123105625617661
CHD3,GADD45A,pp,51,7.14142842854285
EP300,NCOR2,pp,58,7.615773105863909
CHD3,ZMYND8,pp,51,7.14142842854285
HDAC1,RBBP7,pp,91,9.539392014169456
ASH2L,PAXIP1,pp,27,5.196152422706632
HDAC1,PHF1,pp,91,9.539392014169456
CBX3,SIRT1,pp,38,6.164414002968976
SSRP1,SUZ12,pp,17,4.123105625617661
PHF10,SMARCA4,pp,11,3.3166247903554
CBX4,PHC2,pp,26,5.0990195135927845
EZH2,SSRP1,pp,105,10.246950765959598
KDM5C,MBD2,pp,13,3.605551275463989
ACTL6A,HDAC2,pp,33,5.744562646538029
ING3,KAT7,pp,15,3.872983346207417
HDAC1,KDM4C,pp,91,9.539392014169456
PBRM1,SMARCD1,pp,24,4.898979485566356
CBX8,ELP3,pp,26,5.0990195135927845
SMARCC1,SMARCD3,pp,45,6.708203932499369
HLTF,UBE2A,pp,4,2.0
SMARCD1,SMARCD2,pp,30,5.477225575051661
BRD2,BRD3,pp,10,3.1622776601683795
CHAF1A,MTA3,pp,29,5.385164807134504
CREBBP,NCOR2,pp,38,6.164414002968976
CBX2,RING1,pp,13,3.605551275463989
HCFC1,HDAC2,pp,32,5.656854249492381
SIRT1,UBE2I,pp,38,6.164414002968976
HDAC1,MORF4L1,pp,91,9.539392014169456
ELP3,KMT2D,pp,12,3.4641016151377544
CHD5,HDAC2,pp,13,3.605551275463989
HDAC9,SMARCA4,pp,11,3.3166247903554
RPA3,WDR82,pp,14,3.7416573867739413
HDAC1,HDAC2,pp,91,9.539392014169456
HCFC1,HDAC1,pp,32,5.656854249492381
HDAC4,SIRT1,pp,17,4.123105625617661
PPARGC1A,SIRT1,pp,9,3.0
EP400,PBRM1,pp,23,4.795831523312719
PBRM1,SIRT7,pp,24,4.898979485566356
HDAC2,KDM6A,pp,78,8.831760866327848
SIRT1,TRIM28,pp,38,6.164414002968976
ACTL6A,ING3,pp,33,5.744562646538029
DNMT1,GADD45A,pp,40,6.324555320336759
ACTB,DMAP1,pp,18,4.242640687119285
HDAC2,KDM5B,pp,78,8.831760866327848
HDAC1,SMARCA2,pp,91,9.539392014169456
CHD3,SSRP1,pp,51,7.14142842854285
MBD2,PHF20L1,pp,22,4.69041575982343
RBBP7,SIRT7,pp,53,7.280109889280518
CREBBP,FBXL19,pp,38,6.164414002968976
CBX2,ELP3,pp,13,3.605551275463989
PARP1,RPA3,pp,36,6.0
ATM,HDAC1,pp,23,4.795831523312719
ACTL6A,SMARCD2,pp,33,5.744562646538029
EP400,HDAC6,pp,23,4.795831523312719
CHD4,HDAC1,pp,60,7.745966692414834
POLR2B,ZMYND8,pp,11,3.3166247903554
SMARCA5,SMARCC1,pp,31,5.5677643628300215
RING1,UBE2E1,pp,24,4.898979485566356
CHD7,SUZ12,pp,18,4.242640687119285
HDAC5,KDM1A,pp,25,5.0
RBBP5,SMARCE1,pp,29,5.385164807134504
EP400,HDAC1,pp,23,4.795831523312719
PHC1,RING1,pp,20,4.47213595499958
HDAC5,HDAC7,pp,25,5.0
CHD4,SMARCE1,pp,60,7.745966692414834
NSD1,SIRT7,pp,7,2.6457513110645907
MBD3,MTA3,pp,29,5.385164807134504
RBBP5,SMARCD2,pp,29,5.385164807134504
MBD2,MTA2,pp,22,4.69041575982343
HIRA,SMARCC1,pp,8,2.8284271247461903
DNMT1,SIRT7,pp,40,6.324555320336759
KDM6A,SMARCA4,pp,18,4.242640687119285
L3MBTL1,TRIM28,pp,9,3.0
HDAC2,HDAC7,pp,78,8.831760866327848
SMARCC1,SMARCE1,pp,45,6.708203932499369
